Frequency(Hz),REC1.wav,REC2.wav,REC3.wav,REC4.wav,REC5.wav,REC6.wav,REC7.wav,REC8.wav,REC9.wav,REC10.wav,REC11.wav,REC12.wav,REC13.wav,REC14.wav,REC15.wav,REC16.wav,REC17.wav,REC18.wav,REC19.wav,REC20.wav,REC21.wav,REC22.wav
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.25,62.6807,132.9126,111.4188,103.4699,52.0243,118.3943,189.4753,54.6333,74.3955,46.8444,69.7008,85.4894,75.728,28.1524,14.2483,48.2031,41.5338,75.3075,158.4694,626.2274,332.8354,275.2661
46.875,62.6503,178.9191,94.431,94.855,57.3448,194.7892,221.9728,49.2053,73.3757,25.909,122.647,76.4976,52.8951,132.3294,39.3885,47.156,40.3376,65.9495,83.1377,439.6491,355.093,321.5899
62.5,69.1342,48.8966,73.1603,44.0647,58.431,108.5728,374.21,80.5133,69.6411,44.5087,66.7535,7.9568,62.7267,23.4216,24.1867,48.085,50.0768,81.3058,51.062,557.4972,353.5217,299.4927
78.125,42.3176,29.4707,94.5405,86.6653,47.6724,52.3805,255.4579,34.579,57.5226,30.1844,94.5457,44.8197,67.6431,96.237,7.838,63.2405,22.6392,40.366,130.7451,707.393,338.9776,293.9007
93.75,60.7255,71.5315,77.0586,100.1257,63.1356,150.8743,355.0048,37.2392,62.9345,53.3103,47.3106,66.8622,45.8938,35.9126,35.6488,26.7883,48.6472,65.2239,89.1018,803.0705,334.5457,296.3177
109.375,54.5471,100.0018,45.0563,26.8465,30.1994,110.1223,265.7122,44.6001,61.1246,23.4753,48.0428,50.5672,27.4589,110.3223,14.4345,54.6161,40.5357,20.4406,59.0039,743.594,325.1996,277.3819
125,38.2288,54.431,90.8663,62.6277,50.1937,31.6653,194.9791,57.8008,44.8329,27.5037,93.9188,32.8507,27.6044,52.8653,22.7359,58.5441,35.7681,125.097,120.1949,596.1571,313.374,253.984
140.625,47.5998,71.7855,40.7909,28.4064,31.7141,61.1484,310.9227,27.302,62.3439,29.5645,89.0011,21.109,38.1397,106.336,35.1306,5.447,48.9669,78.3205,138.8701,430.5877,299.706,264.911
156.25,41.7059,52.7419,75.7135,70.5193,39.3317,39.5036,175.2875,42.8102,31.1147,25.21,22.86,47.0038,35.0381,42.6979,21.019,59.1532,23.839,70.1884,92.4874,424.4521,266.9933,229.3376
171.875,35.6504,24.1771,57.9008,50.3259,31.3835,103.2745,25.5626,39.1828,34.8089,30.5947,72.3937,59.1587,22.6324,61.0491,5.6504,44.3813,46.2642,117.3059,207.5835,532.8662,273.4934,231.8844
187.5,34.0853,28.4472,37.4203,46.8813,30.9813,72.9921,143.8912,15.1165,38.1788,20.2854,86.8409,10.2578,15.5027,54.805,41.7536,28.4333,26.5513,56.2034,168.7842,633.9426,253.188,205.8329
203.125,47.7921,51.42,106.6974,33.3605,17.678,51.8504,236.8634,21.148,7.336,12.836,89.5728,20.1559,24.7089,153.7039,25.0963,65.1606,35.3946,56.2221,82.0048,550.2753,217.7276,191.1158
218.75,19.5471,133.353,67.7322,30.9427,36.4485,47.1142,187.9924,44.3523,43.677,48.692,61.4338,73.2203,20.5048,144.8864,68.4541,71.9376,12.5419,41.4569,132.6631,405.8986,227.7749,187.3013
234.375,22.5851,81.515,53.429,51.1345,5.9011,79.1186,41.0365,6.7115,20.4096,10.3515,36.3054,55.1439,23.0913,103.3468,17.7506,43.5469,33.7966,82.3794,121.5774,214.2973,184.7469,148.252
250,42.6154,39.4453,25.8961,31.7046,15.5712,66.8621,27.8079,4.4149,42.1607,35.7699,52.9068,22.8302,24.1745,73.8832,50.3308,46.7037,66.8341,59.5511,162.5201,138.464,187.9637,142.175
265.625,14.7717,62.0304,39.9351,36.3548,19.16,69.9772,136.4497,29.0292,42.8502,28.7196,69.9605,39.0453,3.8974,68.5266,22.7013,53.3305,25.5827,129.4488,235.2411,226.8241,148.0528,125.2347
281.25,35.0812,49.5638,43.4389,32.2131,2.9568,62.406,245.1165,27.8965,32.7452,16.8648,80.8728,43.7308,37.9647,78.3775,20.2238,9.9957,57.0563,10.1154,132.6792,269.6665,131.5907,107.8909
296.875,2.992,60.9794,56.1058,13.0565,18.3979,86.4231,215.9435,42.09,31.2906,3.4265,117.0839,43.8118,42.3081,74.9422,40.2641,23.4326,25.7469,11.733,150.1091,261.8952,117.0111,95.7828
312.5,40.2675,99.8783,62.1729,34.9911,33.1586,30.0916,177.9357,73.7609,31.8834,38.4468,124.8892,19.7791,10.3838,116.1249,38.2803,71.3992,88.1722,77.4433,294.8922,232.0371,103.2324,78.9664
328.125,42.5271,63.7999,27.2431,27.4474,23.2221,134.0557,176.7497,60.9637,66.2753,19.0153,138.5063,44.8539,54.9752,6.7977,16.0665,32.8737,25.7154,52.2455,340.5668,128.2614,95.7161,57.4727
343.75,59.3763,107.7472,126.2812,166.561,105.4191,257.1832,47.9969,94.6763,98.7382,38.9634,230.0691,164.9644,42.6405,121.849,38.9849,53.4497,67.1402,134.0899,426.4953,19.7016,85.3943,92.5134
359.375,163.2223,613.4505,156.7966,161.2743,38.2205,700.8287,169.7165,172.0503,56.5202,43.7295,132.7962,142.3044,60.4726,128.29,137.421,73.5358,58.0522,321.2077,318.6147,98.7861,48.7351,39.1281
375,236.65,584.4397,137.6826,135.2214,78.1131,416.2884,179.186,206.2243,104.2716,59.7407,147.4384,122.35,59.5334,187.4769,180.3455,66.8558,150.2612,437.017,489.4886,59.6618,64.5648,68.1024
390.625,83.2596,254.2751,72.4096,225.1961,71.1892,300.852,247.4222,203.9869,181.0328,121.5072,329.4952,130.9977,204.9744,69.3065,270.7882,61.6216,224.7684,121.4923,419.8782,63.9839,32.7862,8.2585
406.25,303.9321,551.9747,47.6301,258.9773,44.1886,477.4152,108.8417,198.4687,25.667,190.7279,92.3707,115.5071,400.9648,232.7779,388.6698,32.9422,395.8922,379.2963,242.7867,45.6893,61.1583,16.1158
421.875,591.452,167.0337,229.2102,217.4255,150.6253,390.3195,330.576,124.0131,162.9755,229.7066,267.669,230.7693,349.7109,77.9813,478.0436,65.7519,305.7937,724.7308,309.7111,118.2454,56.0937,35.8572
437.5,246.9224,128.9292,30.9881,114.2806,41.3487,174.616,357.0437,185.418,189.5077,101.2957,206.302,164.7549,100.9227,85.8553,127.4903,117.5908,89.4051,326.5056,169.0245,109.436,36.0242,19.2854
453.125,55.3983,95.1199,113.5821,139.6999,56.5575,92.4036,394.3138,105.5881,42.4647,30.9025,199.3227,86.5226,44.0507,222.3362,26.5215,43.5384,70.8078,35.2678,14.7345,117.3905,35.1628,37.9469
468.75,61.4323,72.8911,153.9015,101.9763,47.8342,118.9669,248.7245,36.7044,33.279,91.166,102.4864,46.631,68.9129,124.5318,79.6377,82.0298,55.3439,96.4901,161.5413,142.6755,49.9721,37.8063
484.375,37.8783,143.4523,26.9199,76.5041,38.2775,192.0879,237.4459,125.3414,161.8103,61.1957,102.9228,105.0457,72.5507,240.9572,81.0777,51.9726,127.622,133.0812,33.7905,129.5185,16.2696,22.5983
500,91.2808,217.2441,86.2588,180.3266,35.2099,14.9796,38.2669,59.7214,11.1547,120.7161,162.2692,108.6859,101.7113,170.8341,23.3541,66.7086,65.4202,137.6095,59.3326,147.0677,45.8376,68.1068
515.625,49.3993,46.6905,110.6476,108.6443,34.8824,64.5683,382.0693,10.0069,50.502,62.5491,56.7287,8.8845,63.1227,243.4152,153.3266,28.9009,50.5552,119.6592,133.9862,119.2025,75.2611,38.6125
531.25,55.375,126.8646,39.9191,25.3718,68.1396,131.7011,182.2878,95.2287,91.13,66.473,186.0088,78.6714,116.401,220.9484,93.1031,96.7265,31.4831,74.5708,87.5981,95.2075,30.4191,54.4319
546.875,50.7042,84.7805,102.9727,100.0494,50.43,179.4738,69.6577,16.3805,37.6517,59.3184,251.2957,85.0824,43.3206,215.6123,27.7511,58.4853,80.3622,54.0952,151.8819,93.6254,47.5998,35.3166
562.5,54.342,125.7885,78.932,32.9048,50.0229,100.4965,106.0048,76.8936,38.8623,17.0362,148.561,85.9358,85.6052,118.6909,33.204,29.2303,56.3495,60.7973,91.0751,158.833,61.2895,44.0511
578.125,65.7145,115.8994,118.2332,176.9639,30.4733,96.7367,185.7962,23.749,103.6314,64.5693,46.7764,47.6391,96.3831,223.8598,81.2598,92.2203,148.3472,178.0914,121.4774,142.9627,25.6527,42.9173
593.75,65.9016,192.0324,153.0848,182.8816,38.7205,264.9415,245.7216,63.6196,49.9344,60.3206,145.401,90.199,80.2693,186.3791,140.3276,10.471,17.6955,120.4777,230.3141,145.9794,55.4336,31.6131
609.375,46.2268,176.0703,179.8501,138.2109,39.9078,80.5605,142.6829,25.1182,39.8616,67.1264,191.7681,71.2941,100.2921,269.9631,97.3601,56.0057,51.8684,377.6457,178.3964,112.6097,28.2942,35.6771
625,30.7099,59.133,109.6537,70.2211,27.8608,132.1289,67.6061,33.9703,80.2559,33.4389,85.7805,99.3864,27.2604,274.789,54.9256,99.5203,84.5724,162.8561,276.88,83.2057,43.0288,27.2578
640.625,22.1418,160.1118,162.3992,165.9082,21.2254,21.5698,176.7655,38.5652,29.1049,24.7671,74.0449,58.4194,27.0128,467.9939,19.4228,41.8747,65.3168,74.8931,247.4107,32.4914,28.1266,34.1654
656.25,125.9671,337.7335,197.8885,216.2183,43.4467,208.4653,158.7821,46.4351,197.4373,71.456,64.9182,191.4378,79.5367,617.8306,248.8827,85.4289,229.7065,333.8268,249.7314,89.7785,67.4095,5.2017
671.875,88.948,513.3237,101.9156,240.4827,50.9678,120.8771,44.6943,35.9001,176.9998,27.1056,241.2773,88.4745,27.6596,552.9421,254.3776,63.6846,172.4718,366.4641,597.7142,32.632,26.595,30.909
687.5,110.0214,758.8577,263.3406,427.3347,37.8501,402.9299,442.8789,119.2207,49.9787,92.7151,488.6515,220.4334,298.7069,673.9019,204.4288,29.0929,110.5222,56.3185,805.1441,67.8262,30.3435,25.9601
703.125,9.2387,675.5101,262.7766,345.9308,43.3217,406.7236,564.473,101.211,99.8451,86.4956,333.654,157.8828,245.7453,652.0718,84.7348,33.6181,259.278,65.5688,548.2704,96.7172,1.371,30.4454
718.75,49.95,233.9904,142.8627,179.6922,37.0283,16.0246,118.9108,41.1669,33.6647,44.6427,155.0531,82.3612,35.9544,203.1084,47.9528,32.1891,166.7865,191.7654,530.4843,76.0229,26.3782,47.5134
734.375,99.7313,400.8553,135.8618,182.5687,39.4641,65.2475,99.4406,15.7283,106.5729,67.3833,289.5092,174.3016,88.8523,307.2509,116.5505,18.837,251.9033,387.3943,447.3949,53.7997,73.5235,16.0371
750,55.6919,472.4885,114.4635,212.3725,23.4848,174.3382,139.6342,35.7124,122.4755,97.1453,179.5844,148.7522,65.1333,309.8381,103.9701,17.0931,232.3449,248.2967,421.6796,37.0275,75.8831,27.48
765.625,25.8197,133.2664,83.6833,228.3562,25.6422,100.4232,127.1138,58.6926,42.4628,35.7332,101.1026,8.5516,18.9027,118.7068,41.9745,61.3483,21.9795,154.4111,630.6663,33.0312,102.5196,39.8422
781.25,79.631,243.4017,38.0204,196.0765,42.0273,134.4384,217.33,71.0213,29.0147,34.7067,42.6837,47.3259,52.6975,109.9589,26.8748,91.2787,97.9552,304.967,598.8681,58.3406,100.6417,36.7284
796.875,21.5453,50.5223,89.6628,102.4985,44.9992,111.4461,235.819,10.399,26.8191,33.4336,86.7405,40.4605,37.3522,77.8281,61.6954,57.315,41.0539,252.9128,508.2318,47.5393,27.6485,30.7361
812.5,29.5023,271.833,141.2667,74.1211,43.1767,164.9493,117.7792,32.9958,28.3427,71.9289,283.4002,39.133,25.3473,82.0591,101.6841,120.674,134.4526,244.9839,516.2691,97.1502,59.9098,38.3562
828.125,38.9026,130.1493,46.4551,184.6741,44.8726,483.5561,130.5682,23.7289,211.8091,51.7473,437.6666,158.9251,193.1446,132.4635,448.5668,87.6993,310.6978,196.8351,238.6665,124.2555,138.9089,40.7982
843.75,104.0721,294.1863,47.9686,60.9877,4.1638,182.3731,263.1852,36.9416,100.7136,59.2547,239.9076,106.3577,87.4136,137.8824,342.226,110.191,123.2438,168.7762,234.9999,89.656,52.195,61.2343
859.375,15.0721,190.5924,152.7094,68.6298,39.8395,163.3109,57.0176,32.2757,24.7483,10.2495,181.7019,62.5006,21.3807,25.5292,57.9034,102.2208,95.3699,134.9445,432.7167,84.676,83.5411,46.6392
875,52.1019,55.4487,67.0235,68.3188,17.1863,79.4597,205.7691,77.6348,73.6253,54.7371,3.7438,63.8091,73.4311,133.7364,69.0504,71.7142,71.4263,73.9909,423.7657,102.8186,46.5335,49.1953
890.625,79.52,84.9488,56.4796,98.8943,21.6059,75.3512,255.637,51.3258,34.3766,42.0475,110.7822,38.3472,21.7123,103.8321,40.32,100.3999,93.1944,136.8977,380.3403,71.5569,76.3182,47.0697
906.25,52.9293,279.829,204.2554,134.6962,35.8706,186.2646,113.689,134.0145,118.3724,26.2495,129.63,51.8242,87.2282,148.5807,87.3151,5.8838,162.7254,230.3843,51.7461,98.2741,67.4133,53.6022
921.875,68.2173,162.024,112.0849,53.4195,46.6839,103.3664,222.362,67.9216,53.5053,94.9144,355.2784,56.3195,32.1397,50.2694,16.6491,59.5894,102.0835,94.2808,380.1344,105.1623,49.3089,52.941
937.5,86.7428,227.9014,202.1812,95.2805,26.1976,184.7933,155.4493,68.2735,91.3937,34.7783,334.3393,74.4301,59.0625,192.481,3.0288,59.8069,137.7614,51.5147,316.0656,89.6066,16.9156,49.7303
953.125,59.0007,264.7007,69.8058,80.5592,34.4298,531.7691,156.9979,117.0061,55.6669,61.7297,183.6178,73.5391,50.0852,326.513,178.7802,25.3064,163.7707,138.943,246.3117,95.1644,99.474,48.8045
968.75,45.7531,245.2712,177.1745,88.2683,53.2846,325.9944,130.1392,53.5378,127.8466,68.9125,160.6348,24.0447,84.3953,370.9192,105.0721,76.8207,135.3218,281.5992,144.4049,105.7204,64.9573,57.8524
984.375,169.1306,315.4811,180.0234,42.7853,43.4219,39.1685,153.3725,23.5617,80.1417,115.2582,264.742,48.0964,15.9015,104.0422,230.8323,114.2763,345.6443,170.6711,444.8666,93.8687,56.2972,48.5236
1000,136.1044,119.2671,174.0437,80.1768,43.4986,31.0183,288.3144,71.4023,70.1675,4.2229,172.7941,74.1225,49.2966,238.1384,119.5981,75.0902,187.5623,162.1619,274.6372,62.8567,67.4793,60.3259
1015.625,72.2851,399.6174,65.0596,110.5244,42.6246,133.1939,301.301,59.4759,59.9634,37.5444,136.3863,99.8842,54.3393,219.6033,128.4955,105.6288,89.8,142.332,232.3872,63.0095,65.0772,40.216
1031.25,64.0801,262.8867,67.567,49.8755,53.7425,254.265,63.0034,112.914,97.2627,50.3875,97.8243,47.0114,74.6839,336.664,96.0011,33.4717,122.7438,90.6405,397.337,80.9155,70.3647,54.643
1046.875,68.2701,116.2708,165.8384,121.0312,67.609,320.8511,118.7281,96.8524,62.7708,94.0515,67.1483,61.3634,27.2351,112.4582,105.4095,102.6261,75.1279,176.5326,210.1703,75.2569,79.5815,54.9178
1062.5,74.8327,353.0982,34.8103,45.939,45.0064,333.8398,398.3255,22.8963,41.7103,56.5815,98.2225,77.7423,35.1751,199.0423,56.9911,22.3572,129.7296,212.3369,395.9522,67.134,14.201,59.7135
1078.125,76.4966,357.4089,174.5689,177.5204,60.4229,214.4731,186.6012,51.8711,77.873,179.0686,248.5522,125.0229,40.0343,215.4024,105.3756,101.1318,67.7358,286.3147,338.3754,49.0065,123.3846,43.6946
1093.75,105.7105,268.7317,217.3488,119.5301,76.8755,577.1629,395.6359,121.4708,78.1288,129.2469,180.6719,34.8756,129.2886,303.9234,28.5293,45.4951,140.731,335.522,49.2903,13.1039,17.8444,60.2686
1109.375,175.5009,317.1248,121.3067,145.9716,51.9518,236.8757,238.0977,63.821,39.7877,86.5757,323.1286,21.3538,112.9746,123.7995,43.2258,76.2671,30.7379,149.5896,134.6048,44.8613,105.9421,65.4156
1125,301.7019,128.5112,191.6104,199.7411,76.2836,314.8146,309.7998,132.1076,108.3569,45.5825,228.106,88.8446,41.231,237.9465,190.6307,78.7237,170.0965,582.8765,165.3225,67.5657,50.7706,56.0656
1140.625,414.77,404.8164,94.7966,90.9,60.431,550.8057,214.1341,224.1213,86.001,140.5735,397.4303,114.6613,169.4141,201.5933,207.061,35.4949,162.303,318.5333,323.6291,68.036,99.4248,69.6553
1156.25,102.3286,592.371,64.6307,154.9551,71.4379,1141.0839,259.8306,96.2559,67.322,42.3432,568.1838,131.6183,100.0155,352.4272,445.4758,122.7049,276.4593,76.5289,107.1215,91.1357,32.0812,66.7544
1171.875,76.2002,263.7932,280.3701,108.1746,79.7366,156.0033,368.7365,115.5615,130.2862,66.1935,124.6917,57.7093,80.3744,483.3724,200.5598,65.1683,156.8121,598.4452,268.4081,53.2999,102.4466,60.3682
1187.5,169.5945,489.064,142.4794,308.6116,78.8459,416.9834,342.488,83.0694,90.8004,126.7207,47.735,50.5545,108.3132,332.6267,42.7668,83.6261,168.1729,672.0091,246.3596,66.1373,73.4936,74.9588
1203.125,131.5868,168.9571,174.4353,262.2941,66.4827,405.932,326.3664,61.9034,86.5318,42.505,301.2844,107.3046,124.3092,429.0714,138.5731,109.0088,95.9799,155.9539,171.0294,74.6013,73.0027,61.1509
1218.75,91.6653,72.4796,118.5266,243.3489,85.9228,382.842,219.2265,80.155,66.9406,88.2908,89.2911,111.3998,132.8048,144.734,67.6476,83.6543,62.3188,90.6102,241.8095,101.3879,56.6886,76.4287
1234.375,68.4955,278.1695,91.6442,305.6382,94.0989,426.7305,127.4803,147.5253,144.3179,113.6334,173.1859,101.251,75.5147,232.2198,183.1129,129.3249,58.8686,168.8224,191.0609,110.9861,93.4716,67.9776
1250,94.3482,419.5378,272.053,11.566,63.6239,233.7666,302.4926,23.9541,56.0998,72.5942,270.1037,57.1921,110.8242,50.964,66.8311,73.5891,133.6248,126.8126,227.8244,79.7272,38.0933,66.7573
1265.625,35.524,352.7793,291.39,98.8188,95.251,238.1426,252.1485,133.1723,90.809,93.0968,394.121,58.0331,53.4897,211.7232,52.9806,65.8353,105.3402,263.1365,256.5677,64.5139,93.5503,73.7045
1281.25,219.5979,556.7402,334.7149,226.9671,101.5738,151.2165,511.7439,59.202,161.0224,111.4069,225.5355,150.3395,158.4424,360.7726,150.0654,124.9197,91.7692,183.9412,413.5303,65.0062,78.3677,71.3694
1296.875,19.1471,507.5596,404.687,149.7101,65.8346,672.0888,237.1167,211.1513,165.4293,112.3471,237.8851,113.5018,151.3505,303.9779,213.6418,160.7902,217.0958,266.5806,499.49,43.9867,63.2139,65.2122
1312.5,154.7021,579.6286,258.3332,383.5286,75.2891,1014.4766,158.57,181.2568,66.5877,32.7042,542.235,75.6591,156.8699,239.9489,245.0464,38.0988,123.8764,138.3101,435.9517,66.6796,82.0032,59.8601
1328.125,29.6698,227.8896,389.7161,218.3388,98.3585,123.3601,74.6426,188.1714,90.8337,72.7448,511.9759,84.5276,139.8452,204.8653,288.8303,134.425,214.0025,374.1025,257.2709,73.9917,52.1312,67.0663
1343.75,131.0047,216.7351,223.8715,340.1106,54.2268,521.492,116.2445,142.5496,135.2765,145.1717,607.0706,185.7515,151.0751,186.6006,281.7825,48.6227,58.1252,628.0871,432.3083,72.1214,75.4855,68.7659
1359.375,105.9124,318.009,336.8394,308.98,73.8772,433.6624,234.304,50.3086,88.0267,13.7953,242.8637,37.5977,84.2278,114.3757,231.9946,116.1549,217.3963,315.4675,158.8429,73.4049,71.9082,61.2612
1375,32.7668,317.692,417.9776,131.7747,72.9249,531.772,212.5218,132.9348,105.7537,134.2672,322.4915,110.2935,163.2431,297.874,63.0409,40.5409,167.432,80.4332,41.9526,64.7297,60.6593,64.1047
1390.625,65.4958,555.0083,190.0878,151.5166,78.9454,191.3865,489.2738,150.6302,28.5355,212.1513,1014.8015,39.0595,303.6056,273.0272,165.4079,157.0102,277.6552,481.4921,438.1758,60.5594,73.2296,55.6642
1406.25,12.4888,852.7713,314.8298,57.4406,41.0534,351.2033,205.9035,134.9322,104.7195,114.444,960.1985,67.2689,160.7904,562.9921,176.656,131.938,123.5734,306.1365,438.8286,61.5083,112.9123,59.9424
1421.875,170.7574,337.0369,256.5975,136.1386,77.8816,224.0138,257.06,56.5614,80.979,72.584,410.9841,156.0177,114.2182,482.5937,194.9594,32.27,171.5572,169.4075,401.4509,42.2966,35.8863,57.1138
1437.5,74.9902,712.8696,120.4298,268.4276,45.9511,322.9532,120.3919,119.1754,89.7651,207.0486,207.0062,120.4181,322.4131,159.0645,254.2798,90.271,32.3883,217.2077,163.134,41.425,49.3187,49.7551
1453.125,143.6493,683.1126,242.9122,178.9205,62.0642,354.2555,568.0178,264.8854,17.4492,42.8777,432.3117,95.2194,195.0178,62.6704,18.8577,98.0121,129.2846,505.3359,427.4344,43.0559,81.2177,51.1991
1468.75,89.8917,222.6995,130.2337,214.1823,59.1704,145.4788,219.3441,131.5928,57.7201,71.1206,644.1943,81.7857,124.0931,143.7192,199.1803,63.853,62.7601,327.2305,260.9059,51.0455,103.3334,55.1677
1484.375,60.393,592.9963,61.9847,132.1205,35.9851,203.8037,158.6195,151.7065,99.3169,124.9955,628.3406,92.3291,267.1082,331.9683,406.8606,184.3696,17.4643,193.2116,171.3938,71.4268,20.633,43.3333
1500,60.5301,593.7692,229.8781,73.322,25.7586,186.3271,390.2661,38.2129,29.029,50.8683,500.5589,91.6127,123.6349,283.0226,166.8888,100.3983,70.9095,154.1117,288.4272,69.552,67.013,43.4294
1515.625,106.6438,523.0939,225.0092,111.9804,41.667,156.5912,427.5507,20.694,21.8127,73.5108,477.233,49.1732,155.4168,152.0979,79.5794,49.7949,54.9792,85.0866,303.6228,73.7185,52.7789,47.8021
1531.25,49.5288,788.8939,184.9173,109.8382,34.1845,256.628,185.1112,42.2718,17.691,46.4819,467.2944,84.079,217.1609,132.2446,62.6446,62.9494,127.9466,99.7642,136.7477,65.8991,73.0358,43.3614
