Frequency(Hz),REC1.wav,REC2.wav,REC3.wav,REC4.wav,REC5.wav,REC6.wav,REC7.wav,REC8.wav,REC9.wav,REC10.wav,REC11.wav,REC12.wav,REC13.wav,REC14.wav,REC15.wav,REC16.wav,REC17.wav,REC18.wav,REC19.wav,REC20.wav,REC21.wav,REC22.wav
3125,67.8292,110.8391,91.45,95.8541,33.239,149.9374,95.602,67.6864,52.3631,92.1007,42.6946,56.1637,70.0791,76.6937,54.8253,76.4221,31.435,76.6375,83.7971,62.0406,87.0382,42.6076
3140.625,24.0239,174.1412,115.7105,44.0547,30.8433,35.1168,107.1788,12.4012,42.1656,45.0681,153.0892,73.7733,33.6727,147.6177,45.5752,82.3676,57.5742,183.8637,38.2007,63.3486,64.2947,46.2564
3156.25,59.8956,214.4386,95.0721,46.311,27.5601,120.83,66.5577,62.3279,55.496,88.1347,247.2358,40.0112,44.1025,59.3752,74.2844,26.8033,8.9032,107.1371,126.6267,51.3099,62.4669,41.3968
3171.875,29.1786,142.027,192.2849,140.3321,34.5165,103.0419,51.6047,27.3982,47.6934,77.7089,302.2585,26.9166,129.2761,168.5432,66.4525,77.4348,43.5077,90.9674,224.1273,45.557,55.498,41.3576
3187.5,24.5455,55.275,105.5606,95.3353,34.0877,84.0805,158.1373,75.6261,53.0416,15.5914,291.5471,111.3147,55.6824,14.9146,74.3664,54.4881,23.1031,136.9704,111.8608,45.5211,69.3678,41.8508
3203.125,58.6956,121.0033,105.4269,197.7832,26.4661,201.8204,306.4264,11.6625,38.664,52.3839,493.8821,98.0231,87.115,106.205,67.513,52.5749,50.6408,169.5248,118.1681,53.1728,52.3794,39.2571
3218.75,25.8285,113.8796,135.1606,102.6667,40.2689,229.0967,110.0461,93.5536,54.906,47.7743,420.0238,22.7732,158.7118,90.9109,35.6233,35.9956,41.0276,93.3451,72.7453,49.0919,60.3602,43.1135
3234.375,39.2789,60.956,102.3014,118.2717,34.1488,161.0693,235.9363,39.7026,42.7517,26.4196,215.6531,66.5977,73.5499,144.4143,38.2847,43.4436,86.0139,198.8942,121.0083,51.812,48.7559,41.4408
3250,61.7631,16.9707,38.5124,113.8343,35.2811,82.7515,304.5133,83.0414,47.4949,45.2766,6.6768,98.8926,131.4999,55.5035,43.6804,39.0443,14.7644,120.0151,178.3233,46.2955,48.4167,42.7024
3265.625,17.6732,186.3014,173.036,89.1357,38.8387,67.1258,235.2458,58.9186,44.558,56.0497,115.4637,79.5148,133.1583,165.3329,61.3762,74.0635,67.5963,107.3333,119.7192,41.2719,58.2646,32.301
3281.25,71.5375,254.4779,98.1105,105.1292,41.4717,70.3521,325.6719,65.1837,37.4829,62.6408,163.0718,12.1983,50.9898,105.1007,113.6424,44.713,39.2174,103.1707,201.7284,33.1174,23.6729,36.9144
3296.875,26.6021,136.5173,88.9893,19.0179,43.3796,14.1688,225.4565,49.56,50.2636,66.5028,287.6399,61.4856,87.6622,94.193,55.6759,19.8121,71.015,70.3063,293.9953,31.7563,62.8115,40.3604
3312.5,78.249,67.2107,95.3006,73.1773,35.3591,38.2048,106.5753,8.998,37.924,30.454,219.0038,81.961,27.2025,57.9444,63.6535,48.6512,43.6842,58.1145,208.337,28.3815,48.325,37.8735
3328.125,57.2539,105.1838,161.3167,64.8474,44.7686,52.1143,414.5153,105.1169,44.2555,78.015,171.4825,58.7137,100.0529,100.5246,23.7741,93.211,39.2055,157.423,321.8899,28.2237,14.5669,37.0018
3343.75,58.5345,292.4866,114.5497,15.4169,48.4143,13.0694,401.4604,31.8769,44.5837,41.4435,77.7222,40.1024,25.7225,74.2587,65.0275,67.3732,43.782,88.4205,169.059,34.5024,51.2915,35.6717
3359.375,72.3111,343.2355,113.0278,41.3284,49.5567,85.0001,179.9393,94.353,46.997,41.3052,174.1533,31.4449,77.8507,101.6127,108.3095,17.1724,59.7097,115.3214,224.2123,34.8376,48.6081,37.7499
3375,18.8257,196.2287,167.9013,84.028,44.2793,57.1897,134.0205,64.0876,38.4599,123.8009,226.3812,112.185,82.7322,76.4176,51.8943,83.0213,62.1641,152.718,226.5737,30.2083,13.5413,36.9393
3390.625,83.5437,142.7661,82.0496,23.417,44.3431,121.82,140.7634,60.0948,42.6493,18.0271,132.7802,133.6227,71.1996,86.4711,67.2401,85.3886,98.7632,69.8654,110.5754,16.4889,37.9794,37.3988
3406.25,23.5347,246.0743,109.5799,88.1804,66.3674,73.0156,335.1036,117.156,55.5427,106.7787,56.1619,56.7882,30.3778,147.9906,50.7045,58.1608,133.9779,136.715,228.4747,28.3412,48.6309,41.4993
3421.875,39.8284,212.5859,36.0286,64.0964,42.3176,73.3041,366.522,33.3177,33.7837,50.8428,70.6544,92.7062,69.5179,102.681,30.284,148.7367,98.8416,104.0867,160.0788,35.758,16.3649,39.9532
3437.5,95.6384,105.2195,40.5348,26.6076,46.6058,133.8088,199.9589,55.9197,44.4198,25.1266,342.7943,128.5232,78.1836,118.2558,105.6936,114.2757,110.5812,188.9277,49.3565,35.6506,58.9527,36.0094
3453.125,60.0233,186.4145,84.8947,111.0692,55.2449,124.8379,101.1934,59.0961,51.8493,108.2321,355.8006,81.5492,34.9548,74.7902,27.0831,116.3328,74.5395,140.2182,120.5634,39.0685,58.6319,40.3039
3468.75,38.4955,112.2687,128.4316,37.6244,56.7082,75.798,99.6009,65.7141,44.8821,50.6847,224.7066,15.0945,49.0836,21.8309,62.3294,146.5779,113.5392,174.2688,177.8422,25.8794,26.3414,40.4121
3484.375,87.6649,174.9225,50.5223,38.5828,47.3685,87.8168,96.244,66.7383,55.8742,51.9412,211.315,65.6663,64.5451,80.7247,30.5266,54.1673,36.117,124.516,63.1787,17.9513,40.1717,46.2858
3500,47.8731,80.5304,109.435,48.1766,56.5466,114.8644,88.4214,37.0916,37.3648,76.0995,118.5746,82.3707,57.7388,134.2575,53.4613,113.797,114.867,31.6602,82.4576,16.8452,39.5068,36.0911
3515.625,100.6644,215.3202,77.9119,67.0374,50.1185,47.0396,138.6517,96.3513,50.9361,48.6557,99.8396,57.9081,60.0608,114.7304,72.3972,78.8823,43.7696,101.1178,320.0894,34.8414,38.1926,46.006
3531.25,8.1009,64.2871,64.4595,48.9551,48.6357,33.0663,185.7361,27.9083,37.5804,52.6244,258.7809,22.2673,44.4958,84.8108,72.0096,28.9657,115.1181,111.3782,168.8045,39.2567,34.4252,42.2848
3546.875,121.8527,198.3812,60.8314,33.1286,52.0824,98.9122,297.8786,117.3448,46.2379,91.5384,275.2054,40.2997,22.5098,26.0344,64.2002,37.8347,38.7364,20.6325,176.7835,42.3918,49.7365,37.2727
3562.5,15.6088,292.3933,8.5996,49.4056,51.1002,59.2475,295.798,47.4589,40.3824,23.6511,228.1898,19.6933,58.8844,54.99,79.8927,44.4202,97.1763,26.9211,555.7482,39.3111,27.91,42.7805
3578.125,66.5988,66.853,135.0523,41.0468,42.6952,175.2595,315.1797,34.1954,39.2534,80.1207,70.0122,107.2506,41.8401,62.6121,70.5359,42.6041,40.4723,88.1359,333.0852,32.9841,36.3646,34.4115
3593.75,63.3435,147.5578,18.4726,38.8448,60.6184,176.9125,377.7438,78.2228,42.2867,37.4757,162.9535,85.4115,63.7107,86.0868,74.5967,57.6874,84.3069,140.662,154.1462,31.1518,42.1104,45.8456
3609.375,5.2338,71.6829,59.9468,78.9785,23.9254,102.6116,209.3147,51.5026,29.996,28.0524,173.2062,19.1651,16.957,85.775,49.2097,45.7519,41.0541,50.596,125.922,36.6293,36.6638,40.4398
3625,95.5189,58.4118,79.299,65.9547,54.6983,78.483,136.0287,48.0057,33.3904,55.0559,25.9044,52.4173,22.2844,63.3836,51.1045,47.7043,17.4985,107.0647,173.6306,28.506,34.1796,37.8667
3640.625,21.9952,146.9686,27.8538,140.9564,39.9456,79.0845,165.7338,45.6429,32.6855,49.7022,93.3432,53.9621,15.6097,38.6825,28.3141,89.0526,60.5848,90.2574,148.1218,45.5336,35.957,38.4982
3656.25,76.2847,163.5769,64.0183,85.1055,31.9929,71.5606,122.5448,88.5862,25.2376,21.7983,60.625,47.7649,25.7478,61.1403,19.8615,24.8041,36.8447,47.0845,24.4811,39.7054,23.5678,40.9262
3671.875,73.1327,103.7292,47.754,81.3594,46.178,74.8601,92.1939,29.5822,21.4759,59.5463,40.3348,6.9629,42.8417,82.0548,31.9873,50.636,78.1571,34.6523,100.979,47.6681,30.4315,39.3602
3687.5,8.0113,128.5588,39.4119,147.9018,30.7739,114.4649,130.4357,110.1548,28.7924,33.9257,161.7743,29.0456,29.3325,151.4885,51.4734,8.906,23.9025,84.8579,128.0938,42.7489,43.3556,37.7529
3703.125,91.1623,77.2611,45.7949,135.295,31.9661,91.4988,29.1319,20.3679,22.6936,28.4587,248.6906,10.3251,44.8778,126.6884,36.0058,59.6212,72.3994,17.5858,146.7292,56.9536,15.1949,39.0228
3718.75,49.5965,119.1368,23.7681,83.0602,42.6437,132.9748,133.2031,70.3299,29.7736,42.8322,164.3391,49.1439,38.1748,94.5669,66.3542,48.3813,27.7744,20.3216,236.5371,46.6481,45.3151,40.5686
3734.375,78.5536,87.3208,18.8038,74.7487,29.1618,89.7466,96.3109,20.0026,22.2105,37.1664,163.1771,65.5559,70.4226,75.9513,55.1295,18.474,71.8568,55.8343,52.5842,57.7694,36.5594,38.4981
3750,73.3913,127.6227,91.1952,74.3609,26.9873,77.8617,203.1889,43.2417,37.1267,21.8737,82.7068,75.0752,69.5555,87.1666,17.9972,46.182,12.3226,66.7598,93.0529,41.8321,45.9409,43.6071
3765.625,28.2982,105.1717,46.0928,125.5875,48.6086,38.7287,203.9382,31.9488,30.5333,53.7174,259.3243,54.0816,42.7943,20.3295,61.7313,61.115,75.9305,36.0828,45.9826,50.2322,34.584,43.6482
3781.25,54.3663,41.8965,76.9505,39.7707,33.3464,105.8008,173.9106,65.7004,34.4843,23.4693,306.2337,105.7992,9.432,77.421,40.148,24.5195,28.7076,59.7463,175.0512,53.7153,46.4371,45.757
3796.875,35.1913,248.1689,168.1331,113.9303,42.9727,24.9675,295.6541,29.0707,45.97,48.6579,297.5226,110.2723,38.5522,47.8159,48.7643,101.987,8.8859,71.6541,325.1237,51.0677,62.2862,42.4928
3812.5,26.319,213.7497,93.893,17.9727,47.4659,38.3955,154.6559,49.4653,40.9805,46.1786,259.3453,91.8404,40.1052,42.5832,52.8807,34.5864,78.227,14.6346,362.8037,63.571,49.7622,47.6062
3828.125,100.2756,207.2667,189.6834,103.11,41.6039,122.2318,123.0434,33.0044,53.9789,50.2725,293.1631,28.5012,75.832,60.5599,62.0365,74.3497,16.9202,125.9601,4.5362,56.9249,51.7326,47.653
3843.75,16.2646,131.1968,9.126,47.8836,48.5959,105.6536,71.1362,64.0813,49.5622,49.1851,145.8366,99.4007,88.6325,64.4688,106.7574,56.589,85.2205,34.0325,250.5447,59.962,80.2484,54.9381
3859.375,82.0043,89.0188,31.3007,18.3935,42.6671,59.9492,150.9717,39.9526,64.1256,49.5255,159.5266,114.7445,18.6646,115.2024,19.5209,65.5893,33.1276,41.6193,305.6284,53.5901,55.8471,51.9742
3875,64.0096,35.6977,114.5766,112.4775,50.5371,55.6947,92.5419,82.4698,59.3875,29.7424,110.9123,56.4194,88.8171,68.4225,88.8657,46.2801,69.9625,146.1298,138.6162,55.0771,63.8653,55.4907
3890.625,78.7937,270.9005,29.6487,69.9226,60.793,176.7174,115.0932,53.8938,67.1045,89.8152,180.2435,54.4236,48.861,107.724,43.6177,96.2539,50.7597,115.9876,258.4446,66.2966,85.8484,54.7017
3906.25,75.0602,206.396,42.1686,78.1421,54.6995,84.9209,81.8788,58.7591,64.7923,48.9507,133.0368,42.8514,134.2915,112.9441,116.1454,52.3321,70.2267,55.5396,202.4542,68.8496,59.1698,52.5974
3921.875,45.924,43.9006,118.4508,45.2291,56.1068,87.6165,150.5529,67.7116,71.9579,53.6997,28.6371,111.5647,117.3158,107.8413,36.7546,104.2761,85.794,123.315,157.0935,56.1223,79.364,62.5833
3937.5,66.308,117.9949,47.5006,70.6692,61.5792,88.3043,38.2696,44.3466,73.6078,73.5734,135.6498,119.1917,37.4885,84.7773,47.365,97.684,5.5234,90.2073,181.8513,60.9888,70.2048,56.9746
3953.125,67.0571,126.5928,124.6451,113.5159,50.7135,101.834,179.5036,73.2468,77.4475,53.7324,116.9308,33.5298,111.525,75.2862,67.9247,67.2742,89.4875,123.2274,196.16,59.9879,86.5167,65.3967
3968.75,64.3871,85.2093,76.7694,68.4748,77.3143,80.6926,153.5397,75.1938,70.6935,64.6204,62.488,88.6329,78.5267,112.3478,74.2186,113.9157,34.2168,24.218,184.1011,49.6166,72.9369,61.1317
3984.375,68.6646,31.5961,41.0072,95.5827,50.8302,104.1,72.3077,27.8506,75.231,60.9002,197.3645,120.5863,89.3678,58.4259,60.8602,49.6542,100.2373,100.2229,157.0448,62.1432,73.9414,57.3132
4000,35.2708,66.6504,138.3063,67.4734,59.7472,84.9012,206.5188,99.9032,78.0739,67.282,110.2961,86.7205,77.2367,74.8341,64.5993,107.5096,56.4869,137.8466,149.2678,66.3122,83.7702,66.2694
4015.625,79.8967,145.514,29.0701,74.8326,76.0387,87.7693,77.9294,46.6504,73.8023,48.1498,110.274,38.2405,51.1686,67.924,27.8552,42.504,74.5685,42.2362,204.1286,64.4472,79.3124,61.0172
4031.25,64.7045,94.7132,138.8849,114.9709,47.2093,149.255,100.4277,97.7342,73.1714,75.8605,105.4448,81.314,100.5083,120.0968,83.4166,88.0195,37.69,113.4064,115.5138,72.3413,64.5978,60.1642
4046.875,31.6925,145.1781,82.7226,53.6601,64.7936,80.9683,75.3643,55.5179,73.8854,39.5815,241.7537,106.2706,30.5517,25.4409,27.1366,75.2602,74.3283,25.6424,82.8039,71.0608,79.2793,58.2833
4062.5,82.0827,138.1312,59.633,81.6679,54.4879,81.834,112.6149,60.0131,65.4194,65.4073,100.3857,54.9396,77.303,115.6536,58.61,78.2219,46.7581,87.1779,38.2888,53.0268,71.0949,64.3861
4078.125,33.9164,127.3158,109.4432,37.6352,56.3458,53.1877,97.7991,82.5073,76.6744,67.7586,39.1993,71.9149,54.2475,65.9634,63.0803,51.3168,58.3976,49.7931,177.9015,69.201,72.4162,59.335
4093.75,89.0849,112.4498,20.0566,104.6031,60.2072,53.4712,92.7386,30.876,60.7136,52.7769,177.9849,82.7534,104.0984,52.0507,32.6465,83.8965,65.1706,87.3639,110.3343,53.421,70.0414,54.2485
4109.375,49.1329,104.0463,77.1616,35.9478,44.3424,46.0576,65.7292,69.5242,60.961,50.9603,167.6106,38.5136,115.8553,99.0256,59.9374,63.0067,64.4929,62.8791,206.7296,50.8684,52.8186,54.6064
4125,57.4605,85.4145,67.5159,74.0252,54.6805,63.7538,153.1584,50.3749,64.5249,43.6251,54.2643,74.6713,13.1252,43.8862,58.0762,46.5227,61.5008,28.001,239.6792,66.2931,88.2072,53.938
4140.625,77.9052,196.331,37.9728,93.2484,49.5205,108.9929,29.1457,34.2788,47.7404,63.2539,140.6803,73.4128,79.8483,105.1619,75.2663,89.2311,71.1522,125.5623,147.8626,55.0345,51.7677,51.846
4156.25,4.0696,144.5588,50.1728,90.6827,38.0594,80.4569,124.3907,78.1412,57.5985,39.6359,95.9488,43.3707,53.1392,55.6022,4.5014,21.6544,44.1432,61.8006,256.1178,64.389,44.1298,47.117
4171.875,89.9723,235.9753,122.9601,74.1272,44.925,65.1082,190.2707,15.6012,42.4724,44.2118,181.3718,59.2966,97.2345,81.7104,105.422,79.78,13.0064,62.8911,188.0027,53.1251,65.4485,43.4725
4187.5,24.5452,187.6838,43.6533,64.0253,34.0211,75.5933,128.0819,41.3612,49.1631,44.4053,283.6541,35.7278,47.3938,43.3974,41.4159,66.9883,66.6475,97.9684,98.5913,50.6745,59.5341,42.9847
4203.125,43.8174,182.1846,81.0405,40.5596,47.5215,129.6101,46.9608,60.4328,36.1474,28.7763,366.3383,35.1607,18.8038,152.8611,61.0655,27.7436,28.9775,99.5543,54.6799,42.1228,19.695,39.9654
4218.75,64.2091,165.479,91.1405,95.2178,30.0474,12.9401,92.0946,14.7584,40.5751,46.3869,333.8867,92.2653,49.3212,137.3613,44.0258,62.2439,83.1131,87.8767,129.1663,34.0045,50.9899,36.0237
4234.375,15.3849,43.2923,91.4877,34.3275,19.2036,72.9334,143.0338,41.0691,27.7602,20.2286,198.3824,63.2944,87.4463,147.8614,64.5084,35.6874,40.694,18.0482,111.1042,39.4117,46.34,32.1472
4250,48.7633,84.1684,95.4435,62.3438,46.939,84.5089,167.0246,29.0521,27.2849,39.5722,76.66,30.854,5.7129,96.4455,64.6492,14.5254,45.7739,22.1533,183.7588,44.3534,28.9485,31.4338
4265.625,30.3394,46.2869,46.8013,15.1876,21.2784,95.9403,171.5099,17.8005,20.7884,28.8745,170.8643,72.3184,28.8563,70.8121,30.6415,41.7932,22.9404,27.0397,118.302,40.7813,15.2489,25.6079
4281.25,64.1077,237.8901,30.0209,85.5225,17.0876,113.6492,150.7582,20.2491,21.6974,21.125,145.8915,71.8791,29.0087,41.1948,8.8657,39.3603,50.7916,74.7249,195.8255,28.5318,36.5647,24.4921
4296.875,82.4795,193.6094,51.1493,82.5698,31.8579,152.4458,136.5002,49.9453,15.1373,22.9231,205.7634,61.7344,10.6753,38.5768,34.7989,26.65,13.9059,17.0481,104.9951,15.4168,31.9665,23.3625
4312.5,61.4629,122.4222,30.1014,106.0479,21.0865,98.1589,56.7912,30.0413,14.1942,25.4585,118.3384,56.5316,40.8552,10.8656,26.6331,27.0804,24.1202,44.4671,63.1705,14.3608,9.5435,18.2268
4328.125,84.5171,39.2302,47.5219,143.8211,15.811,82.525,118.878,57.1306,12.4975,26.7616,89.0988,71.0418,24.5898,25.5873,23.5676,41.8241,45.8992,41.3732,98.1268,18.8601,20.7592,20.4589
4343.75,50.843,19.5705,63.0432,109.8696,24.2274,75.3621,120.0132,67.3954,8.3693,16.2018,28.9298,34.5384,39.044,17.0646,39.0037,50.1004,31.909,56.2723,33.0776,22.0346,21.6334,18.0157
4359.375,38.3681,89.8584,55.5347,76.788,8.705,68.9991,200.5056,103.4373,5.1228,8.3124,105.3845,47.073,17.9567,36.8805,72.6088,25.3108,71.1935,18.8966,134.9337,20.7549,9.3348,14.6414
4375,27.0877,101.1867,65.0648,42.7352,37.3989,45.1516,124.7532,43.5127,11.6802,29.6964,63.2294,25.5937,11.3453,61.9455,18.5707,16.4814,39.7576,67.5797,197.4243,15.861,1.0517,20.7013
4390.625,35.2945,69.8307,19.6456,19.5006,15.9356,58.929,95.0627,66.4064,5.2773,22.559,84.2822,6.0014,1.9092,51.6358,20.33,22.8508,81.4056,79.6177,168.5959,9.5344,10.3038,16.0589
4406.25,44.8786,158.9866,36.3902,34.4878,23.2544,65.685,99.0686,48.6562,5.9579,20.7792,177.569,40.887,34.1761,62.5784,11.2028,38.1994,43.9259,67.4433,41.9421,18.9082,14.7542,17.9872
4421.875,29.5937,150.9435,76.8625,42.0432,26.5317,72.0453,125.9199,70.5405,11.9802,49.22,172.4399,74.7289,29.2189,62.538,22.7311,37.1821,63.2531,39.9765,139.1015,26.3776,22.2258,18.5638
4437.5,67.9565,139.1869,47.4568,41.0963,9.4984,114.7611,257.0684,63.6578,15.5521,25.9422,185.9056,82.1805,18.1539,19.1764,67.0344,41.9124,25.6287,45.5061,180.7864,27.5469,15.6855,20.5624
4453.125,45.129,183.9635,47.0141,17.8239,19.2457,54.4388,138.8638,58.0615,7.1768,34.7018,152.7822,77.1443,29.9713,38.488,84.6024,58.921,38.7031,53.631,120.1682,35.8859,13.1335,20.8553
4468.75,42.5307,173.3828,52.9413,11.3833,13.5058,30.8605,206.0154,9.8118,8.4275,56.0474,130.7092,64.8502,17.3959,13.192,50.2887,83.8373,18.6751,34.4696,244.0721,23.6815,23.92,19.0484
4484.375,45.1795,226.1923,59.9946,26.3311,18.9804,14.4235,308.3306,22.5455,7.2514,28.4768,108.5485,65.6059,35.5839,57.0393,56.5252,68.3628,40.9172,53.7412,237.7113,25.9877,18.3257,24.0406
4500,27.0602,59.0689,29.8322,29.6874,20.2302,28.5449,288.1836,31.4027,14.0909,55.0985,155.3273,76.6177,39.6742,69.9161,80.2943,71.332,49.4618,43.9607,34.2395,25.5574,14.8259,21.7466
4515.625,64.7307,96.8978,12.4532,35.0761,21.9164,77.4921,216.8353,13.1524,9.5265,43.5659,223.3954,61.3347,22.6319,66.8433,51.5556,48.0114,56.8996,66.1167,119.4403,31.5198,28.9342,20.4253
4531.25,9.9789,34.4194,36.7159,18.464,12.1897,55.5586,229.4421,31.727,16.1413,11.2626,157.1011,77.0425,23.3423,53.2789,36.9138,21.4164,60.4629,70.8446,184.9267,30.3538,34.6302,21.4565
4546.875,23.9058,230.7944,38.8417,9.0603,22.3409,78.3269,149.4574,19.465,8.5909,42.1182,196.9585,63.0889,32.757,20.7141,38.044,19.1259,32.6202,124.9569,119.426,32.0704,35.3958,16.8079
4562.5,40.3553,111.5288,30.8561,40.9286,22.64,38.6709,91.3131,58.0571,23.1438,49.3254,142.6094,30.7285,29.3001,66.4747,29.1632,22.4732,63.5513,91.4517,35.1956,18.3062,25.9618,24.5542
4578.125,22.441,52.554,77.4412,21.3768,20.0192,14.0376,166.4092,53.2526,19.3789,37.5167,108.9964,22.5139,48.3044,91.4612,47.3787,33.784,21.7201,125.0404,92.361,25.3313,16.4721,21.0937
4593.75,42.5564,161.1513,96.8111,70.2351,26.9973,88.2439,368.4194,56.2492,18.5779,76.9396,160.7465,27.8155,40.809,136.2742,31.2814,10.2195,71.3914,111.3768,22.5315,27.9307,15.522,20.5542
4609.375,53.4877,242.9568,85.9535,13.5756,32.1818,104.3406,246.9348,58.5445,23.9825,18.4463,175.1513,51.4281,27.0755,61.3287,48.0103,53.4521,45.2537,43.6192,71.2105,24.017,20.0659,20.9991
4625,42.9492,206.7807,71.933,47.0913,16.6336,31.356,98.7797,8.0156,24.2058,19.1358,150.6545,51.2297,28.7884,24.1566,66.7674,54.072,88.7809,60.6411,50.2131,25.374,24.7867,22.1879
4640.625,66.0416,156.5443,27.9076,57.2322,38.8807,98.0862,46.7586,42.561,29.5122,70.2187,53.1402,25.9428,56.9469,17.2051,39.9781,21.1072,64.2447,109.5428,100.9885,26.8764,16.5206,27.7305
4656.25,12.5869,158.2668,134.0027,34.7645,28.9024,8.3035,175.6429,46.2056,23.1372,39.5116,76.0905,62.7353,25.9806,76.5519,39.6274,87.6694,65.5293,54.7136,141.1865,21.7591,29.1639,28.5702
4671.875,60.5347,169.1135,175.1107,64.6898,35.8216,30.6381,271.1069,19.7996,42.4039,71.0744,165.1664,79.9136,84.5905,8.7781,27.4902,69.613,53.791,105.1649,342.6174,31.4822,38.0072,31.5574
4687.5,39.2605,64.5855,183.8815,24.6052,35.2644,27.816,136.7843,66.3632,33.7438,42.3239,143.7352,62.9777,84.402,62.3773,75.1793,49.1158,69.2914,60.878,261.8632,30.1508,19.4801,36.2288
4703.125,39.4752,70.6628,79.967,62.7047,38.6607,61.1543,210.8509,12.4845,36.1411,28.2351,192.5913,21.3961,13.3329,46.3321,40.6006,82.0534,44.6244,68.731,146.0915,42.3504,49.5022,37.2637
