Frequency(Hz),REC0.wav,REC1.wav,REC2.wav,REC3.wav,REC4.wav,REC5.wav,REC6.wav,REC7.wav,REC8.wav,REC9.wav,REC10.wav,REC11.wav,REC12.wav,REC13.wav,REC14.wav,REC15.wav,REC16.wav,REC17.wav,REC18.wav,REC19.wav,REC20.wav
1578.125,2.2098,21.856,13.7422,12.1624,18.6118,17.9662,16.0032,17.6883,9.7583,4.1204,6.7656,10.397,14.5606,14.3313,10.6684,8.5076,17.698,23.0154,15.469,10.9461,14.0565
1593.75,8.9423,10.7025,5.039,4.7582,4.4927,14.9261,10.0424,8.392,8.6937,2.0418,10.479,8.8844,9.5605,1.7159,17.0975,4.4637,5.5342,9.7153,11.636,17.5341,13.0838
1609.375,6.221,6.9572,12.1764,8.1674,7.9657,19.5095,9.0842,5.9388,7.236,5.9577,7.1457,15.1753,10.4941,9.8077,9.5734,4.9762,10.3789,4.9411,14.8913,11.7398,11.5774
1625,20.4232,18.5038,18.6108,13.7137,20.555,11.619,16.7884,22.7474,4.7254,17.3943,18.6991,3.9626,15.1777,11.2737,13.8765,19.6743,8.4897,17.2435,20.457,20.3388,10.8249
1640.625,16.6747,4.1374,25.1623,26.9853,29.9189,10.4625,25.687,18.0873,26.3222,23.1245,6.9186,21.3573,18.7832,26.1027,17.0735,18.0188,22.1958,11.6412,4.8812,15.783,9.9295
1656.25,23.1367,22.4864,28.6477,15.3805,6.4627,32.5336,12.9137,27.8889,21.2391,27.1919,34.1891,25.8986,24.5493,18.7301,23.455,32.0758,16.4967,21.6594,21.262,23.0551,26.7297
1671.875,31.9995,12.9887,31.281,33.0386,27.1448,6.783,32.6041,22.8412,31.4217,35.9384,19.1152,31.8768,27.4536,11.1401,25.4545,22.991,10.7134,18.7384,13.3461,22.1374,22.4876
1687.5,30.9842,33.0292,31.7691,29.9535,29.8321,32.9333,34.5187,34.3247,39.2577,23.2758,37.4102,18.2846,39.6562,37.4019,20.3927,27.3321,30.8042,19.5662,21.0479,26.2152,15.0464
1703.125,41.0235,17.9642,40.4437,35.5393,15.3242,17.1298,43.8359,36.5309,31.8668,48.6297,38.7738,43.3025,32.7514,22.6155,37.0927,40.6609,20.2253,31.4856,27.5105,28.4367,25.4499
1718.75,33.7361,28.162,39.0159,41.8685,35.0321,41.989,32.3203,38.5444,36.8728,29.2508,40.2228,38.5786,33.2597,30.6285,29.7289,42.3874,34.4859,23.8928,26.8719,39.3714,25.9815
1734.375,50.3843,28.9546,45.2102,46.5514,23.0809,22.0531,28.441,44.3563,46.7111,40.1186,41.409,36.5795,44.4437,23.1328,35.6744,42.9135,27.7382,37.3028,31.8425,30.6114,35.3467
1750,39.8817,27.2421,42.0851,40.7358,48.7755,47.8147,49.946,43.4074,42.8672,57.4273,39.93,49.2458,48.9491,41.5054,33.1842,49.8917,36.3798,28.7283,31.2305,41.7557,32.197
1765.625,43.7678,38.1267,47.6359,45.1181,15.4755,32.4909,59.4271,50.9704,46.1729,38.0235,47.9725,54.7409,52.3804,24.6001,36.5431,50.5372,23.7717,36.8689,29.0675,31.7254,34.2543
1781.25,50.6351,32.4321,44.2008,45.9428,32.4824,39.6826,36.8498,43.482,45.2221,56.7709,45.7141,34.5122,41.1655,35.4766,40.0736,39.4825,37.8983,34.1033,25.3971,36.3483,37.6022
1796.875,43.9007,30.0709,56.4621,47.9013,41.6335,28.1671,49.1773,58.6712,44.2437,42.273,47.4547,53.3767,45.2037,46.0576,38.8582,53.767,34.1719,35.462,38.6154,48.8125,27.9746
1812.5,52.4034,35.3924,45.8087,53.9061,39.4977,38.839,57.7524,34.0266,54.5825,53.09,53.3931,44.5646,36.3255,23.4992,40.1135,45.9136,30.1771,30.8678,35.5689,30.8126,37.6869
1828.125,44.0976,44.4161,43.7351,49.0618,29.2238,32.5082,36.3217,54.686,41.45,43.3255,47.6862,50.8904,69.8922,39.7664,38.6399,51.7342,38.7628,36.4432,33.8439,37.0153,40.895
1843.75,51.5648,22.9227,52.0842,35.3046,33.1416,40.216,57.9031,49.5026,55.5588,46.3909,44.5206,43.7227,36.5019,31.6661,35.5868,44.499,30.24,29.5525,46.6094,46.1776,33.5122
1859.375,40.69,43.338,42.2569,59.1526,41.4537,31.6169,34.3117,45.6782,37.627,45.7106,41.4329,46.2381,52.8283,40.0603,36.9556,51.2092,35.8604,40.1464,30.149,26.2913,35.4997
1875,46.3742,21.0255,39.9449,31.9398,39.1847,28.7131,53.5048,34.2242,43.67,45.946,50.0642,43.5613,36.9054,22.8588,36.6734,32.2383,32.0584,25.6453,35.8677,40.6396,35.9657
1890.625,40.5051,37.5931,53.089,46.8177,39.4406,27.9179,35.3233,48.82,46.8832,38.6753,33.8004,44.3132,42.9413,38.3471,29.1973,48.3409,33.0717,40.1495,33.4187,39.287,27.9172
1906.25,39.9995,37.7644,27.0666,36.9403,34.6686,40.245,44.7848,37.9835,34.6383,40.5029,40.7043,39.4765,40.1328,32.8516,39.425,35.801,24.263,24.3892,35.9129,23.8258,35.0183
1921.875,28.4404,22.9362,39.7664,34.6639,36.0163,20.9168,32.9294,33.6156,35.3068,40.5892,35.0903,32.2232,36.0334,19.6145,19.5554,42.4576,32.4271,29.7572,20.7947,35.3641,26.8506
1937.5,35.8676,31.968,27.7936,31.2765,14.6074,32.21,29.0568,37.7924,39.725,34.2866,37.4787,32.6716,36.284,32.8046,31.5968,28.9974,30.1662,29.0411,36.6894,37.4982,32.1465
1953.125,30.2129,22.5726,39.7491,34.9872,33.1747,33.3464,43.2958,40.4973,25.0502,24.2519,27.4879,36.8702,26.2306,21.7968,33.5111,35.3558,19.2961,24.281,24.1127,17.6468,23.2475
1968.75,32.3935,18.0517,16.986,28.9053,18.6878,18.6084,22.3812,14.7843,23.8664,36.8447,34.0189,24.1759,25.1934,31.8322,21.7323,25.6505,28.6324,20.5631,18.4354,31.4512,26.0005
1984.375,17.0228,25.8579,22.5185,18.3672,28.7193,27.5855,21.3141,28.2102,30.4654,13.1591,15.3266,20.676,27.8794,17.6545,24.435,21.8414,20.8605,20.8866,32.9549,27.1259,26.0095
2000,25.079,20.7957,15.3934,23.7477,15.8259,15.0388,18.5556,20.5242,15.8108,31.4459,19.3891,31.0841,21.8032,22.2912,17.9354,26.4373,25.0733,25.0694,29.8294,17.5412,26.9383
2015.625,10.3059,21.9916,24.9493,13.1106,23.283,27.9859,28.7605,12.8562,11.9041,9.9692,14.502,16.6097,11.7001,16.2396,21.976,8.1684,19.6137,14.7883,19.0544,27.477,13.9574
2031.25,15.3154,19.0608,8.6906,24.4051,20.4043,8.3265,8.1074,8.5501,17.3608,17.0927,18.6747,9.5332,21.7835,23.8221,24.3774,17.2445,13.9432,21.4954,22.7828,24.2872,23.3131
2046.875,11.9149,6.1833,12.6029,6.207,20.2947,26.3657,13.7721,16.0355,13.3754,9.7622,12.6605,2.3961,9.4506,12.8893,17.063,6.1811,23.2325,18.3721,18.2526,10.6923,20.673
2062.5,8.1124,16.9704,13.5795,5.198,11.7768,6.9659,3.0239,14.0706,5.4835,9.0488,5.8967,8.5,8.5722,17.7597,20.198,9.2584,11.0459,14.1581,22.2161,29.4625,18.2598
2078.125,6.7437,8.8121,16.0782,15.7859,17.1034,22.5678,4.762,7.4548,8.1575,9.5486,0.7347,5.3783,0.2885,17.4645,22.1381,6.2924,10.9541,18.9983,24.7479,19.1367,15.4297
2093.75,8.0129,22.1077,7.0144,14.3599,8.2761,21.9558,9.426,4.8489,12.1172,14.4,9.1807,5.3578,13.0855,10.6854,14.4038,8.6283,22.3501,11.5795,14.9959,20.3603,21.9209
2109.375,4.1186,14.7495,8.8131,4.0883,27.817,11.21,8.0949,3.2343,13.0683,11.2915,7.1602,8.1669,14.1471,28.5888,23.0859,4.9251,8.0559,18.3867,11.5301,22.4987,10.9743
2125,12.171,8.3713,14.3007,7.4213,9.7379,16.5843,11.5591,6.5221,6.933,12.6506,13.0807,10.6937,9.8485,5.2517,22.3346,14.2811,16.2194,8.3178,10.1608,16.637,21.3192
2140.625,3.7062,17.6356,7.5308,13.1144,14.8922,11.0202,10.5421,9.3275,14.685,10.1069,14.4012,9.6679,13.459,22.9508,24.515,3.6581,13.8355,20.1474,16.0126,29.2973,14.0475
2156.25,17.4394,4.7435,12.1502,10.3777,13.4662,15.4526,18.1578,9.9149,8.4966,16.2575,13.8403,10.9758,13.9796,12.2707,24.5197,20.7457,10.4292,14.6429,15.0472,14.7476,18.9476
2171.875,8.7408,15.4189,7.9344,10.6244,13.3893,18.4481,8.6639,14.0285,16.5547,19.8072,22.7501,16.7689,9.5224,13.5454,21.0219,13.9793,12.913,5.8472,11.8265,29.1591,12.4221
2187.5,20.6552,12.052,18.7104,17.1915,13.4483,12.0979,22.1285,10.8497,5.6275,10.5913,6.491,12.3482,6.7842,10.417,19.973,16.4361,14.0341,11.3179,15.817,27.237,16.8828
2203.125,12.9453,7.0047,16.5181,17.6662,14.3034,20.374,15.8169,17.717,29.5391,18.2216,17.5506,15.5669,20.3257,13.1731,26.8713,17.2881,15.2665,12.069,13.0405,9.8773,22.4024
2218.75,18.0332,22.3394,14.437,10.177,7.188,7.9122,21.9838,15.2436,6.9947,17.3503,18.9985,14.1857,16.2399,18.2965,21.8362,19.0865,10.2832,15.6721,9.3542,23.7678,18.7567
2234.375,16.6959,7.4315,18.1768,17.3836,10.6129,17.3286,8.2478,20.7797,19.4015,15.9794,13.8681,12.3324,22.6828,10.5906,21.3274,17.3191,15.6785,13.2559,13.6849,30.7077,9.7732
2250,15.5832,2.3772,13.1226,20.6482,18.2667,7.6754,26.3151,14.1754,12.2097,20.3682,20.522,20.3837,12.9368,16.5596,19.5864,19.4219,13.6929,11.1915,11.6059,19.2267,21.3727
2265.625,22.8138,12.0124,16.2982,14.434,15.9248,9.4245,7.6458,15.9951,19.5334,17.5367,28.7965,14.2611,15.9343,13.8354,20.8315,9.553,6.8532,18.1628,11.0916,24.8205,7.6164
2281.25,9.6895,12.1581,21.2546,17.516,14.9503,17.7418,18.5014,17.6102,11.9873,13.7746,13.6573,18.6705,23.5985,10.2661,27.5338,16.1577,17.2709,8.5271,16.1707,20.6342,19.2495
2296.875,23.4499,19.2943,14.3502,13.3084,12.1075,5.7823,19.8262,15.8066,26.3814,19.0103,10.6779,17.9212,15.4423,10.606,15.6199,27.0816,12.1485,9.1466,9.6641,18.1051,12.2845
2312.5,2.254,12.5485,15.3966,21.6542,8.4953,20.1018,14.443,17.4475,7.5483,23.4549,21.6733,12.4633,13.6983,11.618,24.1342,1.3016,12.9847,10.2123,17.8515,21.0201,17.0506
2328.125,22.8676,8.3068,12.1772,9.4245,16.1454,14.6078,13.8822,15.4282,18.2231,17.1908,11.6202,22.4347,15.0488,17.0008,18.0998,25.4662,15.7793,19.0501,11.0389,21.8945,14.7888
2343.75,4.6709,11.4891,10.852,16.0654,12.8122,22.6818,13.5248,15.1242,20.8494,18.9802,14.6512,11.2015,19.8661,14.3732,19.8546,6.4927,7.6189,13.6473,12.5013,16.8972,15.0085
2359.375,19.1572,11.835,22.9114,12.4114,11.2048,15.5436,17.1246,10.0784,10.1605,10.8112,20.9027,22.2696,9.8369,7.1924,12.4549,15.1837,11.2051,14.2858,14.9078,24.3339,7.9106
2375,9.5487,3.1637,3.2886,17.1855,10.3804,14.1291,3.0729,11.2905,19.1637,11.3393,6.2203,7.8337,19.4359,9.6057,17.8481,14.4421,14.6495,5.4643,10.963,4.4809,23.7819
2390.625,8.7684,18.7274,18.1312,4.7022,14.3735,3.3187,10.0134,8.8234,12.4108,10.9042,6.0577,20.0503,4.323,19.5713,15.9569,13.4053,10.8108,17.0551,14.6344,24.6858,11.4682
2406.25,10.715,17.8843,15.0528,14.6961,11.42,19.2175,14.2475,19.1188,13.6079,14.7634,23.4738,10.1952,7.6345,6.0653,12.4042,6.5972,11.1583,6.9743,11.8143,9.8114,11.5278
2421.875,7.7552,8.352,7.7861,15.431,7.2483,7.2794,10.3895,6.3286,19.1279,14.6288,6.4038,21.2469,10.6133,15.0369,13.4939,9.387,13.2114,14.698,7.3376,17.4634,11.1811
2437.5,11.8841,14.9517,6.4541,2.9525,15.9253,21.7025,12.1386,12.4002,2.0114,5.7503,14.1001,5.2365,14.3345,8.8325,12.584,6.2525,8.3822,8.4297,16.5622,7.6895,14.1388
2453.125,9.8828,12.7002,13.012,15.8171,19.3467,8.7491,6.7658,10.9714,10.4105,14.108,7.0238,15.5896,8.1569,11.095,13.1248,12.022,13.4079,17.4981,17.8321,18.673,9.2992
2468.75,13.6991,13.851,14.362,14.5113,10.4779,7.7381,20.0917,9.34,12.2053,8.431,16.0793,10.5735,14.5134,17.1943,13.4696,11.2425,15.5878,9.1823,10.4599,9.624,11.7069
2484.375,16.8974,15.0319,14.988,11.7729,11.407,16.7321,9.204,9.5176,14.6114,17.577,11.5188,16.0324,14.361,6.5249,10.6149,12.5288,9.8017,11.4096,12.7877,15.3071,15.8517
2500,12.5346,12.3042,10.2157,14.2439,13.8362,12.5134,8.6462,24.3699,16.9042,15.1452,17.3254,13.0537,16.5388,19.1384,9.9146,14.2715,16.9074,12.2002,8.7115,11.7285,9.8058
2515.625,19.1648,18.2923,22.0738,16.0302,20.5442,9.3317,28.9483,17.2631,18.844,19.0911,10.9049,13.3184,11.8088,11.89,8.5455,16.4035,10.6602,16.7385,17.6563,6.8966,13.5024
2531.25,14.2717,20.2219,19.0298,16.6468,18.8718,22.3811,13.8821,13.1326,7.0922,18.354,22.29,21.0158,26.0664,16.9019,12.7795,15.7904,17.5782,15.0549,17.5255,16.5605,13.3861
2546.875,20.0052,12.1535,17.2808,22.951,12.9044,7.7058,25.7482,24.5885,26.5891,19.8296,17.0884,19.8251,20.8936,14.3287,12.648,22.0259,12.6693,9.1277,13.8396,10.3494,15.5662
2562.5,23.18,19.7695,22.129,15.8667,19.7006,21.8857,11.4954,14.1073,17.766,29.8579,26.1235,24.2032,16.5007,18.987,9.2004,17.5473,17.8598,21.2222,20.8137,13.4227,11.245
2578.125,25.9467,17.333,26.7681,26.3183,18.0227,12.2801,31.5033,32.9372,24.9463,15.0798,17.2173,17.4858,25.0664,19.5414,10.7368,23.8606,13.8698,17.834,5.4931,6.045,14.3954
2593.75,25.3234,18.2722,23.088,23.5358,21.5878,18.9357,17.5142,18.8113,28.9795,22.0215,27.9162,23.871,25.9584,13.6398,10.6786,21.8426,21.9064,16.1983,17.1425,10.5863,13.3178
2609.375,25.3695,22.0669,26.5398,24.9483,18.0843,17.4334,23.069,26.429,15.0373,30.4877,22.5158,28.2767,22.0823,16.2005,14.8894,28.1187,19.0542,17.6394,23.4068,13.1795,14.8005
2625,24.9284,23.1163,31.2956,23.8313,24.2884,27.6387,27.0133,26.4187,30.2771,26.3945,25.7638,27.308,34.8432,29.7752,12.6415,28.4543,13.5186,21.6519,11.409,18.1302,17.7536
2640.625,23.8608,19.3475,25.8031,31.0428,37.5039,4.0598,31.2883,25.8869,25.4736,18.2622,28.0755,28.489,20.0386,15.8202,17.7866,21.6602,22.1592,19.3906,25.1929,8.8929,14.3059
2656.25,31.5253,19.8602,32.2236,24.2416,12.8712,29.2726,15.6266,27.445,25.0088,30.2621,22.1368,25.2875,23.9193,18.4214,14.9736,33.8926,23.7983,25.2019,18.5909,12.8034,18.4907
2671.875,30.714,24.4507,18.3559,28.3122,20.7518,20.275,36.3301,23.2604,29.3724,26.8457,30.2228,23.3855,33.8997,17.3244,9.8877,24.1262,13.9788,17.1402,17.5097,15.7299,20.9149
2687.5,25.2385,23.3055,34.9825,25.9191,26.6495,18.8723,17.9178,35.0685,27.1362,28.2793,24.3406,29.5818,23.5556,22.2801,24.391,30.194,26.3507,26.1892,22.6597,12.5848,15.5703
2703.125,32.5788,25.4635,20.7307,30.9047,8.5354,24.0855,34.3007,22.2494,27.448,29.1179,27.9938,24.7447,29.7635,30.5077,14.0918,26.8934,17.163,12.3883,13.947,15.1084,18.4054
2718.75,24.2409,18.9978,28.0333,22.5797,34.0222,27.8402,23.7525,33.091,19.4899,26.296,28.4685,32.5433,23.9818,17.9644,14.7913,21.6034,29.1364,29.0584,25.73,15.0736,23.3379
2734.375,28.3779,29.9398,31.6497,27.0799,17.3557,15.1535,24.9907,19.6759,28.5994,24.2822,29.2073,23.7961,24.1572,25.1934,14.368,33.0829,22.9004,13.7718,23.2033,18.8076,14.8971
2750,25.3812,17.7508,19.904,26.7545,34.6549,28.9064,35.8477,25.7311,24.1166,26.3702,24.8951,25.4291,23.9362,19.3319,20.3391,26.8182,24.7201,28.4789,22.8398,13.8011,23.4855
2765.625,24.1548,32.084,28.1339,22.135,14.6476,15.9624,16.3472,24.5045,29.3284,21.5479,23.3467,24.608,33.2199,32.3238,17.016,19.3182,24.596,21.1546,15.9749,16.7071,21.9542
2781.25,28.1284,18.5561,27.1972,22.1058,29.6231,30.8421,25.0371,19.7639,20.1669,26.3551,25.8802,18.287,20.1894,16.9192,22.6405,30.9732,18.4967,30.8892,25.1783,20.5938,15.1124
2796.875,21.8438,28.0828,24.1851,28.3379,20.5699,12.2006,28.299,30.0887,27.8193,26.364,23.9828,29.7461,25.7338,25.0868,13.8681,17.2606,22.41,14.6582,24.1269,20.9037,29.1914
2812.5,24.8572,26.1302,17.3834,23.0928,27.6485,32.3581,17.1578,20.6596,23.0243,18.2897,23.5961,21.7957,18.1154,22.3388,27.7558,26.4128,31.7671,27.5787,18.4925,23.8901,17.0333
2828.125,27.587,23.9144,34.1926,20.993,24.5092,29.3004,19.824,22.1245,23.5583,25.3155,22.6352,28.087,25.4998,26.8123,20.2327,21.7439,13.6896,22.9237,25.8388,21.9692,25.1781
2843.75,18.4462,23.3999,21.6846,21.0827,27.173,21.9175,20.8391,25.9768,19.0505,22.853,23.8421,22.0984,21.8037,17.0548,17.9069,26.1588,29.6389,27.2218,22.3423,24.9396,21.7192
2859.375,29.6859,28.0975,20.4431,25.0181,21.0973,25.2196,28.882,23.784,23.9391,26.0403,20.9016,21.0289,22.1689,25.5865,18.8146,23.0533,23.6924,22.2606,21.4935,17.7488,28.4953
2875,20.0717,14.4419,31.9673,19.2701,28.6575,26.34,29.0035,21.096,29.7397,20.1788,25.7653,29.2888,20.8766,29.1958,28.7288,21.4872,19.8423,25.9322,26.5292,23.1742,15.7407
2890.625,27.2192,33.0783,22.82,27.4397,23.1414,21.6421,33.0229,27.8052,25.0278,24.8908,27,27.009,21.1018,19.8694,20.8994,30.0629,26.9671,22.0827,17.0736,19.6531,25.0735
2906.25,22.5958,24.0957,21.5451,32.3444,19.9039,22.7715,19.8,26.1769,23.6218,27.4984,28.5121,18.2327,30.2454,19.8803,25.5276,23.2619,21.2226,24.013,25.8804,25.0696,19.7232
2921.875,30.9159,16.5885,35.4629,17.0152,26.0668,24.9974,26.6399,29.8781,42.2592,36.0086,24.2745,33.5157,27.4086,26.5017,20.4234,31.9101,22.9713,20.133,25.903,23.917,32.7547
2937.5,31.1021,29.0979,26.7988,36.9317,31.109,30.0871,29.3811,31.5732,24.6292,22.846,29.8142,27.9956,39.5881,27.5512,25.2424,28.3064,27.4724,24.0148,21.4701,26.2159,16.8016
2953.125,28.2443,19.0223,35.6376,29.2401,12.6452,14.6922,38.6043,30.348,29.2575,34.3963,39.2604,34.784,28.4226,15.0912,22.9641,30.4809,22.0231,31.0536,26.25,24.1401,25.6822
2968.75,39.0309,26.0701,34.4656,34.2298,31.3425,31.7258,36.0774,34.4425,38.7662,30.6696,29.7183,29.8952,32.6573,29.0807,28.7527,39.6013,24.0304,20.9395,24.8081,31.852,27.8716
2984.375,34.0842,28.4815,34.8432,41.2849,23.3331,24.2252,31.3955,32.0544,32.8795,29.7195,34.3072,33.3396,39.6598,21.9932,23.9106,29.4763,28.2855,27.1847,27.4422,18.9276,26.9689
3000,34.2949,21.5399,31.8247,37.8676,18.4068,17.3468,41.5213,42.2289,47.8018,49.3617,49.2184,50.4869,37.5143,29.0324,25.0176,45.8854,20.6804,22.3289,24.962,31.4813,22.6293
3015.625,45.1833,29.0955,46.3879,41.4841,28.0354,32.1982,39.5184,42.7159,33.74,39.3518,35.9811,37.784,41.2056,17.4821,32.2514,34.602,30.4192,24.4006,22.8738,27.258,25.6211
3031.25,36.1628,20.5932,39.5068,38.9161,34.2302,22.7009,45.1676,38.8422,45.6317,40.9462,37.7579,37.2075,42.6759,24.8295,22.4367,43.8862,20.9095,24.6512,35.4702,28.5005,33.4112
3046.875,47.714,23.186,46.2499,43.6619,15.3789,21.5158,40.9334,47.5599,45.6562,50.806,45.1998,43.2674,43.6043,28.2149,33.0454,45.2694,26.9673,27.8293,16.1758,33.6811,18.0534
3062.5,40.5801,24.4053,44.7276,49.2162,28.5554,30.2191,52.1892,42.3449,40.6964,36.174,49.6733,50.0822,41.0566,24.9108,32.683,46.9259,23.213,23.1241,29.4033,28.0877,33.6763
3078.125,50.3577,29.2238,44.3198,41.2905,31.0579,21.766,32.0171,45.8484,47.6046,51.4691,44.805,42.1323,51.8771,30.6467,26.4003,42.5222,25.2556,31.4779,29.8818,25.4381,29.1007
3093.75,46.2272,27.9939,49.7908,48.0987,24.9062,29.9304,51.3938,49.9509,46.2612,48.326,46.1799,50.0443,49.5321,23.7029,29.9057,50.139,35.1687,25.1668,36.2697,37.0019,33.305
3109.375,47.2557,24.2435,45.0771,49.9576,22.2842,22.3119,44.6254,43.5236,55.6265,47.9586,54.3631,55.2216,42.6204,27.2754,31.2641,43.2856,17.3292,31.7928,25.0517,37.9827,23.0137
3125,47.2482,37.736,48.7235,48.5818,29.4159,29.4963,59.6091,48.1494,42.1751,48.4394,41.717,39.4069,53.6881,31.8951,31.4121,51.5815,36.1503,25.2995,27.702,28.2987,34.3323
3140.625,48.9578,25.8143,46.1562,45.0965,33.0221,34.4347,41.3095,48.5352,47.681,46.8342,49.0375,50.9394,47.7956,26.8029,36.1281,43.7144,20.5508,34.7324,33.8105,36.2294,24.7317
3156.25,45.122,28.1305,50.9046,48.2366,25.8142,25.3205,45.6809,49.1048,54.8055,46.8491,49.1931,49.9314,48.7396,32.0733,28.2951,50.7204,40.3743,26.9645,32.1467,37.831,40.1157
