mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
-309.63474,43.66723,-16.666508,-0.22041015,-14.529666,12.816806,-2.9102337,1.3815176,-0.16281994,12.577801,4.718741,17.827497,14.240966,2
-298.0446,44.014122,-17.299147,-4.839195,-16.488564,14.318304,-2.0563939,-2.544644,0.8090006,14.911364,5.175675,20.390043,16.66548,2
-297.36386,44.531532,-19.763346,-4.949124,-14.700597,13.038479,-4.092418,-3.889192,-0.29288077,13.554975,3.6044803,19.033716,15.913249,2
-295.127,47.41734,-18.712172,-7.1834292,-15.5439005,13.980005,-2.0590405,-2.4973574,1.3746859,13.748441,5.0726085,19.659336,18.072872,2
-294.88138,42.77653,-21.546303,-8.281124,-16.460033,15.3067465,-4.3953104,-3.06932,0.994043,12.701077,2.9575546,17.450716,15.212301,2
-299.40292,45.05577,-17.505823,-5.7371798,-16.006985,16.047102,-2.970925,-1.7353785,2.3998728,14.142818,4.253465,19.09582,17.018349,2
-294.53287,49.161522,-15.1787,-4.052482,-13.856147,16.00263,-2.1338217,-1.1055584,2.0391488,12.947625,5.4609833,20.180336,18.875883,2
-301.7508,52.206295,-15.352241,-3.2373688,-11.979978,13.003274,-3.2269504,-0.4839048,2.1735916,12.808827,7.900156,20.504826,18.27549,2
-296.47885,50.411404,-16.865839,-4.0082054,-11.092107,14.26758,-1.7860205,-0.83605397,2.7391443,12.716469,5.407757,19.412222,17.831575,2
-316.49014,46.471363,-13.797652,1.7438073,-11.590404,15.534102,-1.8392256,2.9416714,1.5781293,12.515682,6.5780478,18.580864,15.225307,2
-294.78308,46.14498,-18.726751,-6.7099714,-15.735036,13.794432,-2.4092886,-2.7553167,1.6491579,13.792441,4.757003,20.267092,17.121344,2
-310.9063,46.94103,-15.916491,-1.2268735,-12.443903,15.799337,-2.5224895,0.93235284,1.562718,12.758853,5.1154747,18.801552,15.391872,2
-316.20328,45.94727,-12.657619,2.8361845,-11.599621,14.698858,-1.8203888,2.058092,1.0232351,12.882099,6.5858974,19.129179,16.007149,2
-311.65646,51.661644,-16.277836,-2.5547268,-10.691531,13.310014,-2.399403,2.2512472,2.4538448,11.820269,7.5234885,18.404625,17.331173,2
-308.48813,45.058483,-15.965876,1.0107259,-12.272179,13.447421,-2.7369049,2.2754,0.9981914,12.358304,5.4491496,19.25144,15.1147585,2
-293.0537,49.42081,-19.185053,-7.828271,-15.520113,11.300151,-2.6437445,-4.11792,1.6121672,14.368479,4.7650104,20.255653,17.541828,2
-305.44418,48.17932,-18.325787,-2.6426766,-8.938058,15.258214,-2.0432694,1.1080859,4.1441402,12.894946,4.717807,18.13441,15.94241,2
-294.23315,49.332607,-16.490276,-3.775098,-12.116504,15.708039,-2.1034057,-0.79801446,2.2590652,12.78815,5.2824936,19.584124,17.71628,2
-307.18027,48.102295,-15.903345,-1.2024908,-10.6992855,15.520327,-0.9309558,2.2546065,2.248884,12.115508,6.436104,19.243723,17.487854,2
-289.04138,52.441273,-17.799421,-8.353226,-13.683708,14.958975,-2.0935981,-1.1842054,4.7468257,13.998602,5.049573,18.785051,18.227354,2
-295.50815,50.111015,-15.57093,-3.4077547,-12.852235,14.225322,-2.5389292,-0.33452648,2.8301256,13.502202,6.0023994,19.810236,18.23157,2
-305.35828,47.341408,-14.765009,-0.47199076,-11.861046,14.361392,-2.5069895,0.479674,1.858322,13.068647,6.766137,20.154152,16.840189,2
-311.07227,46.746784,-15.42657,-1.1841575,-14.658469,14.12637,-3.4144287,0.8197741,0.6976638,12.796268,5.35516,19.274036,15.00751,2
-283.7019,50.948315,-22.194208,-12.374196,-15.129799,13.319154,-2.1337996,-4.4981775,2.7947476,13.009022,3.055715,19.328194,18.60634,2
-312.65826,41.849915,-13.7658415,4.439432,-12.586995,14.802218,-2.490354,2.0534194,0.4306406,13.471096,4.9756193,19.750456,14.161543,2
-308.70056,47.195026,-20.79105,-4.2861233,-7.523726,15.851615,-1.3276845,1.0452255,4.6498494,11.931761,4.2068505,18.472647,17.233408,2
-292.92953,51.251007,-19.994167,-10.076344,-15.216715,12.59506,-3.5340557,-3.9695048,2.15004,12.715279,4.180445,19.141043,17.9873,2
-294.42474,47.973976,-19.645086,-7.763907,-14.564573,12.899666,-1.7454113,-3.8453822,1.4521472,14.011763,4.2249403,19.054256,17.35119,2
-316.3091,48.508987,-13.713734,1.1755568,-11.656464,14.647785,-1.1654263,2.1056762,0.8968945,12.353745,5.7019467,18.379208,15.593429,2
-309.21573,44.297108,-14.462612,1.6430601,-13.435949,14.649386,-3.4797873,1.353825,0.55700165,13.6121025,5.926972,19.14899,15.409708,2
-282.8383,49.174496,-21.172152,-11.975214,-17.20579,14.494364,-2.2775295,-3.6257434,2.3531282,13.610185,3.7201715,19.508177,18.065372,2
-299.09796,45.960167,-18.892168,-4.447528,-14.472428,13.804843,-3.2760966,0.24443178,1.8105916,12.403595,3.828374,19.029058,16.257294,2
-306.16653,47.71815,-15.349341,-1.0045152,-11.596796,15.059319,-1.3773946,1.1129626,1.9228705,12.816928,5.8937216,19.51055,16.832525,2
-297.1911,50.735313,-14.684939,-3.4488637,-13.347512,14.48719,-3.0662212,-1.2903348,1.5323621,13.145539,6.1444964,18.997639,17.970745,2
-292.61832,51.777588,-18.116358,-5.65827,-11.452984,14.584696,-1.1523647,-1.2419178,2.5084267,12.60936,4.5925283,19.684753,18.67992,2
-300.19214,52.089916,-15.888791,-4.964379,-13.409561,14.795059,-1.0392814,-0.49360886,2.090509,11.937111,4.4017134,20.142088,17.83238,2
-316.47293,46.887665,-16.052198,0.12089978,-11.012195,14.821237,-1.6196266,0.91368145,0.76064277,12.720489,5.5343513,18.947554,15.495577,2
-300.62842,48.339317,-19.113205,-7.1555037,-14.766432,12.975354,-1.4722047,-2.5127711,1.8551897,13.5992565,4.9648323,19.772758,16.824448,2
-315.96155,44.664886,-14.264182,1.3602167,-13.239325,15.317977,-1.6347375,2.1801615,1.4732308,13.581368,5.5598545,19.787088,15.484221,2
-285.76028,46.87007,-18.758974,-8.222295,-16.450024,14.908687,-3.823413,-3.9565187,1.050543,13.180991,4.831542,20.551342,18.174105,2
-313.8083,46.035538,-14.807438,1.062952,-12.831071,14.596221,-1.9785187,2.2016115,0.8656237,13.02723,5.6177363,18.686016,14.28807,2
-312.92294,45.723686,-15.684566,0.10189934,-12.908714,14.311668,-2.5689807,2.037051,1.7243888,13.406882,5.3498874,18.410654,14.835596,2
-284.5244,46.607742,-19.719934,-8.426084,-15.788065,14.893274,-2.772043,-4.3910494,1.2816899,14.063435,3.4751134,19.593292,17.62173,2
-307.39328,44.674503,-19.523874,-2.962385,-9.548128,16.612795,-1.8685017,1.0267302,3.5293264,12.382807,4.130613,19.03447,16.40766,2
-297.88675,47.342823,-18.011637,-5.840293,-14.352846,13.201676,-2.7221916,-2.6097586,1.576206,13.1336975,4.8246922,19.546862,17.468048,2
-308.33688,43.998993,-16.398493,-0.316582,-11.849329,15.971241,-3.862048,-0.8315398,1.6953654,13.7240925,4.87947,19.699842,15.818256,2
-307.12915,48.797626,-15.485411,-2.2470713,-11.276962,16.585577,-0.39896116,0.5281634,1.6612686,12.238494,5.854403,19.808956,17.336912,2
-296.32806,54.204365,-15.001896,-5.340894,-13.75694,12.981831,-2.0619802,-1.2275548,1.8136854,13.546254,7.9304266,20.510273,18.493105,2
-304.40475,47.742527,-16.181505,-1.2258552,-11.01084,14.785415,-0.9265129,0.99397296,2.243585,12.90094,6.123409,20.289627,16.812029,2
-293.62332,56.611713,-16.294525,-7.869316,-13.317833,12.556216,-2.8443036,-2.5931542,1.3231788,12.783953,8.175417,18.981552,18.304882,2
-293.78705,45.66909,-16.7613,-3.4227016,-13.46361,15.523086,-1.0825896,-0.9732935,2.7882807,15.157327,5.8414116,20.091438,17.47005,2
-302.72787,51.991608,-18.347195,-8.2222,-15.062796,12.001431,-1.3125978,-1.5229818,2.217336,12.979373,5.6424766,18.702324,17.518995,2
-312.88474,46.88961,-15.85959,-0.8881476,-12.602613,15.43314,-1.0234685,1.6648784,0.61502695,12.586837,6.187347,19.618649,15.46235,2
-303.60345,49.85642,-17.960487,-5.301148,-13.675699,14.53124,-1.4031471,-1.1427455,1.6935332,13.765902,4.9799113,19.84624,16.72109,2
-309.71948,48.133434,-14.805526,0.28690907,-10.131717,14.617369,-1.4324964,1.7761583,1.3554391,12.473581,7.9299345,18.6757,16.593105,2
-304.76395,47.621403,-15.586947,-1.0160198,-10.811268,15.144329,-1.912127,0.93873566,2.0138638,12.542286,6.396494,19.46169,17.042261,2
-308.47006,48.3249,-18.481228,-3.8378654,-11.166943,15.169963,-2.1902173,-0.11076494,1.9352131,12.166133,5.2697496,20.061844,17.053268,2
-314.1483,48.90331,-15.556114,-2.137678,-13.277972,16.290329,-0.1542345,1.8670709,1.4359541,13.074937,5.350331,18.63693,16.144264,2
-298.12607,46.3003,-18.324903,-6.3643904,-14.976896,14.411736,-2.3803685,-2.626701,2.2716312,13.251322,3.8638942,20.154705,17.361235,2
-286.10406,47.12732,-20.543718,-6.819007,-10.848163,15.046141,-2.1346414,-1.5002823,4.394741,13.714848,5.0940065,19.90783,19.095285,2
-295.8355,53.389816,-17.929695,-6.7976966,-10.887708,14.32253,-1.9827354,-2.147513,2.3840468,11.723357,5.4585433,20.300749,19.659576,2
-309.8474,46.400276,-14.812902,-0.25666204,-11.788045,15.958369,-1.6697451,1.5771164,2.0082502,12.509046,6.376099,19.879446,16.747133,2
-299.75226,49.589867,-16.112074,-3.0207367,-12.189398,14.444161,-2.3124166,-0.9606349,2.5882874,13.3366375,5.2294846,20.4506,17.246893,2
-301.9703,50.199932,-17.48595,-4.971355,-11.074626,14.669941,-1.6030358,-0.89350444,3.5150604,14.192649,6.7677484,19.29485,18.396503,2
-295.40298,45.374275,-14.87994,-2.2346387,-14.148807,15.696864,-2.073524,-0.7573497,2.3006027,13.771114,5.3089476,20.593542,17.838501,2
-305.73776,44.00909,-16.062088,0.19386302,-13.619036,14.255486,-3.2962837,1.2146105,1.2313567,13.547316,5.3606706,19.323112,15.68198,2
-290.3752,46.543964,-19.467075,-7.806773,-15.263671,14.883451,-2.6477287,-3.5862136,1.9615895,14.354325,4.6847644,19.389372,17.534082,2
-310.98892,44.887398,-16.235132,-0.6742665,-14.222604,13.8005705,-3.0030787,0.6092551,0.5442523,12.98653,4.2860117,18.687143,14.355331,2
-287.5851,46.893513,-19.779032,-8.19278,-15.263721,14.063658,-3.1393704,-4.1713524,1.6315235,14.261905,4.398435,19.585793,18.837532,2
-309.04175,52.74502,-15.176576,-3.1156845,-11.930098,13.634438,-1.2243863,1.2045056,1.2813559,12.261336,8.941221,19.341642,16.584026,2
-319.4996,46.373898,-12.418152,3.5464292,-11.195522,15.076963,-1.2148719,2.6237636,0.7042104,12.598047,6.880355,19.22467,15.087245,2
-317.60135,48.08328,-12.332612,2.311812,-12.6127,14.141521,-1.7162585,2.6437943,0.41672322,12.058027,6.6696267,19.29439,15.719541,2
-312.86496,48.90754,-14.856109,0.5105629,-10.058516,14.573215,-0.55862737,1.6641238,0.721005,11.848609,6.4960237,19.016508,16.42232,2
-279.8134,47.157856,-20.175184,-9.3270645,-15.858683,14.329944,-4.0507426,-4.358472,2.2648528,13.678745,3.3727992,19.215906,18.23315,2
-315.48935,45.13808,-14.9367695,1.5431114,-13.3899145,12.909515,-3.1600804,1.5146545,-0.0561365,12.940586,5.477416,18.01619,14.575089,2
-286.98096,49.493412,-21.265314,-11.343304,-16.473577,14.052629,-1.79709,-4.369626,1.5179577,13.665628,4.075665,20.403694,18.201902,2
-307.11227,43.09618,-15.960014,1.0195942,-12.7511,14.493799,-3.5928113,0.5973664,0.87597865,13.072408,5.093649,19.678623,14.798356,2
-294.60532,46.52726,-15.791752,-2.1313574,-12.848071,14.473997,-1.9736834,-0.6609379,2.762936,14.0165,5.388257,20.46201,18.04294,2
-300.73987,50.27077,-15.906897,-4.340847,-12.434161,14.626406,-2.2423034,-1.100968,2.7353704,14.18553,7.133568,19.633894,18.331587,2
-305.0788,50.937027,-14.973268,-2.0250957,-11.15502,14.938428,-1.2599185,-0.32499713,1.3314363,12.298522,6.052034,19.194954,17.435478,2
-296.22107,44.16061,-15.935542,-1.8282435,-12.755565,16.318426,-1.1624753,-0.092774116,2.7972128,14.379558,5.354262,20.10629,17.598228,2
-289.2581,54.650883,-14.218931,-8.036389,-17.320288,12.982978,-2.620377,-3.1200552,1.0665942,12.879449,6.7229753,22.212128,20.191471,2
-315.37323,46.500595,-15.43784,0.013644581,-12.310302,14.9772005,-0.8386996,2.5925279,1.7959982,13.143245,4.7801065,17.83933,15.456878,2
-312.0532,41.674118,-15.071722,2.3953989,-13.8270645,14.216068,-3.353542,1.267116,-0.5646773,12.071257,3.6571598,19.154705,14.897938,2
-289.28387,48.57253,-20.066269,-8.621648,-14.248899,14.004935,-3.2805202,-4.4194713,1.9309095,13.605117,4.4092827,19.621698,18.02665,2
-306.78445,43.41911,-16.371397,0.40638486,-13.213702,14.36266,-2.363399,1.1960087,1.4776707,13.591684,4.063958,19.045044,15.064447,2
-290.2533,51.762344,-21.467873,-11.745613,-14.720262,12.922031,-2.0908298,-4.8336363,1.6574681,13.497829,5.139984,19.573002,18.249928,2
-315.77,46.517357,-13.720969,1.8546151,-11.493095,15.43839,-2.1868517,2.4330738,1.2231637,12.138409,6.4292607,19.221342,15.671614,2
-309.26865,48.220074,-14.241961,0.77599126,-11.247086,14.070597,-1.1383251,2.1868703,1.3203548,12.180387,6.189632,18.9108,16.609358,2
-297.29474,51.334232,-20.147076,-6.4671364,-9.836723,13.924843,-1.6833981,1.4823436,4.513439,11.680102,4.9458113,17.809515,18.688917,2
-301.9382,49.80526,-19.031239,-5.359668,-11.264774,14.381621,-2.2448878,0.5642855,3.3244472,12.7368145,6.0009775,19.231453,17.370865,2
-288.9946,50.58679,-21.947844,-12.003147,-14.976263,13.609311,-2.3071384,-5.217138,2.253824,13.658891,4.0371833,20.044516,18.702404,2
-307.72287,41.852745,-16.669546,0.44951564,-12.725024,16.244995,-1.9115268,1.7752748,0.8342114,12.718448,4.583982,18.936605,14.625865,2
-289.18066,46.30563,-18.9829,-6.406196,-13.920477,14.907493,-2.5139766,-3.7542882,1.2867888,13.428998,4.281227,19.984417,17.452995,2
-309.32697,42.549095,-15.940545,1.057315,-13.7632065,13.373733,-3.5805068,0.18855652,0.0714253,13.451535,4.6816154,18.901644,14.057464,2
-314.06464,44.572227,-14.944568,1.2371371,-12.447259,15.215301,-2.152124,1.9249363,1.4141858,13.219451,5.453875,19.487843,15.232766,2
-304.23325,48.643085,-14.904829,-2.4631968,-12.6689825,15.461469,-0.9434957,0.23203178,2.485711,13.823721,6.3554354,19.526669,18.226398,2
-291.96164,46.17041,-16.728098,-4.092622,-13.735626,15.927545,-1.1248043,-0.9019609,2.8227248,14.497749,5.1942177,20.08388,17.752136,2
-290.58942,51.291023,-14.994572,-5.78913,-16.392754,14.670159,-1.8230863,-1.4033351,1.7339042,12.689923,3.7845724,19.409061,16.859098,2
-291.04474,50.27248,-15.543199,-5.0725894,-13.9342375,15.281573,-2.2673976,-3.0656905,2.4964337,14.37439,5.3154697,21.418093,18.453808,2
-298.316,50.904167,-19.694176,-8.927173,-14.272164,13.440263,-0.8012425,-1.9808973,2.2070515,13.504021,5.740098,19.255844,17.727745,2
-303.41467,49.130554,-18.686539,-5.768174,-14.361334,13.688021,-2.5609424,-0.5619076,1.1600204,13.040036,5.317604,18.14373,16.181322,2
-298.091,44.758156,-18.502178,-5.6204767,-15.095527,14.112326,-2.3715892,-2.7589612,1.4447442,14.924345,6.131922,19.734333,17.827139,2
-302.4179,47.7811,-18.215315,-3.8119156,-13.367697,12.69935,-3.925078,-0.8478952,1.154141,12.653149,5.2866755,18.81948,15.810882,2
-293.4492,46.07764,-18.011635,-5.5726533,-15.016514,13.948544,-2.5394654,-2.6564224,1.7637942,13.909243,4.645972,20.164839,16.844852,2
-312.9677,47.88806,-14.435816,0.5357351,-12.401923,14.379499,-1.520942,2.0723388,1.0959898,13.3418865,6.891821,18.876596,15.119998,2
-317.6808,48.932865,-13.901587,0.5581814,-11.41215,14.1966095,-1.4382664,2.3702304,1.3564906,12.113256,6.5449343,18.47019,16.150871,2
-302.30585,50.97329,-17.047853,-4.234589,-11.560557,14.10728,-2.0791292,0.1946647,1.9214919,12.046636,6.345422,19.53525,17.609077,2
-300.3179,52.286903,-15.535614,-4.30223,-14.417222,11.749856,-2.9477127,-0.6970747,1.6911443,13.227952,6.534366,20.670988,17.773987,2
-316.29538,49.895203,-13.430825,0.59839594,-11.02451,15.020123,-1.9103519,1.7994817,1.0738512,11.864866,6.859154,19.105207,16.702566,2
-314.368,47.15737,-15.960528,-0.057665586,-10.266803,14.976643,-1.1204586,1.8599116,1.7138443,12.430045,5.701133,18.551975,16.174316,2
-289.85046,47.876266,-18.17375,-6.706545,-15.515315,13.656646,-2.6865869,-2.7125852,2.0608435,14.5431795,5.184903,20.042221,17.45779,2
-308.87357,47.178967,-16.243635,-1.6830341,-13.817836,13.319847,-3.3572032,0.21935254,0.64812726,12.716352,5.885569,19.136631,15.165408,2
-297.53683,47.897606,-19.994331,-8.115624,-14.039018,14.228876,-1.4121333,-2.6574776,1.8602943,13.5825405,5.1067843,19.589165,17.625057,2
-305.24374,45.970375,-19.36158,-4.7375274,-13.163461,14.735306,-2.7521155,-1.3584316,1.3799225,12.855961,3.9928825,19.35193,16.275667,2
-290.7287,47.358395,-20.082136,-7.8727074,-14.339246,13.5568285,-1.4425573,-4.7397623,1.1146666,14.528946,4.6777787,20.455547,17.249083,2
-290.65225,47.297325,-15.9717045,-3.747714,-13.762919,16.142866,-2.2894738,-1.0890927,2.6916463,13.650395,4.9732757,20.94089,17.840084,2
-291.97275,46.036083,-18.658697,-5.482236,-12.268675,16.539186,-0.7709898,-0.824702,3.7147088,13.851065,4.8231745,20.048218,17.381557,2
-285.7016,54.425987,-15.803257,-7.77434,-15.498542,12.720436,-4.2351084,-4.2317333,1.7259277,12.787635,5.7890115,22.012276,19.692314,2
-296.38702,48.57648,-14.732731,-3.2775369,-14.698373,13.702312,-3.1009877,-0.72463626,2.6417022,13.83384,6.025901,19.71199,16.794003,2
-289.69604,54.3638,-19.043625,-10.752574,-14.266135,14.5363,1.201389,0.3303419,3.2484963,12.479822,5.9120393,18.147892,17.442087,2
-295.14688,50.68825,-21.015894,-10.386736,-14.496468,13.058994,-1.8839437,-3.5943758,1.8805238,13.836325,5.988144,18.870714,18.523102,2
-312.82037,45.459965,-15.053811,0.9394253,-12.89545,14.816326,-3.0882277,1.9415692,0.9772349,12.637469,5.2606745,18.618326,14.635448,2
-288.42862,48.241547,-20.386438,-9.392756,-14.856561,14.201239,-2.9345245,-4.6975894,1.4635736,13.424301,4.213512,19.4543,17.817438,2
-313.86533,48.51922,-16.97159,-1.8694115,-11.968237,14.336611,-1.8574153,0.25616544,0.6650182,12.619454,5.4439154,18.528812,14.771757,2
-311.4698,49.947758,-15.014529,-0.8451484,-10.660957,14.459594,-1.8162715,0.46180952,0.94516003,12.164839,6.8142595,18.882902,16.461208,2
-319.02173,48.076614,-13.523593,2.168546,-10.567669,14.297618,-1.3296459,3.4455047,1.5215238,11.867981,6.582997,18.16919,15.634117,2
-315.8915,46.948227,-12.953294,1.8230132,-12.498421,15.028919,-1.5172498,2.5891738,0.9149647,12.083306,6.398836,19.544178,16.092794,2
-313.56,47.54485,-14.425308,0.6827378,-11.035874,14.443278,-1.6025393,1.6965635,1.2088118,12.007543,6.7082,20.334845,16.81068,2
-313.136,47.7028,-17.954622,-3.7209113,-12.533213,15.708731,-1.9439181,-0.03232755,0.4701578,12.010694,5.1495857,18.152426,15.40726,2
-289.25162,50.177048,-20.454329,-9.611142,-14.204304,13.468087,-2.371522,-4.21142,1.9843678,13.439834,4.4470663,19.645943,18.082584,2
-309.51584,44.638374,-16.028784,-0.14959864,-13.736862,14.22664,-2.883538,0.79050267,0.8916514,13.66866,4.9850874,19.09652,15.365312,2
-292.43958,45.732628,-19.6215,-7.510737,-15.417301,14.862131,-2.8417885,-3.0244515,1.5670341,13.907062,4.9534154,19.64744,18.639463,2
-296.96265,49.86326,-15.780525,-3.7480853,-13.432151,14.409973,-2.2377393,0.3356888,3.229693,13.596542,5.6971874,19.357134,17.256256,2
-297.01532,47.90379,-15.901014,-2.6049325,-12.942671,14.182377,-1.6936579,-0.39571378,2.0311785,13.546769,5.789269,19.63515,17.119104,2
-293.24927,49.196213,-15.185534,-4.3597817,-14.3653755,15.122176,-2.711108,-1.7408097,2.6921012,13.046135,4.536003,21.742256,18.773203,2
-281.1052,49.49898,-17.739986,-7.1538763,-13.884003,16.034649,-1.9953521,-2.6087215,2.710145,13.384785,3.6864846,19.100327,17.621609,2
-275.17044,67.75724,-16.51673,-8.903922,-7.3154597,1.3018914,-16.051779,-0.2527323,2.4617138,3.4882638,12.489804,15.334797,19.915918,2
-297.63422,43.326416,-19.66932,-5.3116884,-16.309196,13.727162,-4.535295,-2.4835994,-0.85001624,11.842627,3.0185,18.30386,15.672716,2
-300.32333,44.726536,-17.900019,-5.6530285,-15.530324,15.7269125,-2.448122,-2.2278376,1.2838172,13.571037,4.8434553,19.933933,17.374678,2
-310.11624,46.4118,-16.728802,-1.4137406,-14.292205,12.751532,-3.2088397,1.3566505,-0.348769,11.327522,4.719857,17.816305,15.159765,2
-293.09756,48.438362,-20.08973,-9.256026,-16.43915,13.231786,-1.6684622,-2.8781853,1.708001,14.521795,5.2754827,20.028013,17.90274,2
-302.23682,38.366783,-20.02335,-4.9291353,-18.472702,13.404984,-6.576638,-4.192474,-2.1651745,11.36085,1.427781,17.38817,12.528988,2
-286.15207,48.139385,-19.619839,-9.375266,-15.754741,15.241539,-2.8303783,-4.443539,1.4183104,14.326514,5.169027,20.154844,17.617876,2
-299.6717,41.82652,-17.716772,-2.0708325,-15.340999,14.466358,-3.8936539,-2.031262,0.12198023,14.010873,3.6969943,20.159023,15.585582,2
-291.9086,49.02118,-19.865362,-9.034529,-16.563614,13.359331,-2.799937,-2.639931,1.4199256,14.052192,5.0286326,19.107506,16.665236,2
-299.06018,42.731915,-18.040434,-3.853561,-15.378652,15.96359,-2.8825386,-1.5270101,1.2153116,14.237536,4.068322,19.711891,16.504858,2
-299.52454,42.312077,-18.37954,-3.3759472,-15.509956,13.608062,-5.0392847,-1.9940972,0.96909946,13.317285,3.8782835,19.97377,15.570324,2
-283.13562,47.411884,-20.785078,-9.90188,-16.35387,14.92715,-2.3578026,-4.844606,1.3754967,14.000192,3.2729468,20.08863,17.498362,2
-296.1859,42.08197,-23.458296,-10.901276,-20.44614,10.296068,-6.890954,-5.7485533,-1.455607,10.510543,-0.11862532,15.855861,12.191952,2
-290.25348,49.094265,-19.91255,-10.224503,-17.225742,13.505467,-1.8820064,-2.8148525,2.7041068,14.723753,4.572028,19.332687,17.279398,2
-309.96252,41.76081,-15.66728,1.5420111,-13.88218,14.404785,-3.8528185,0.93693465,-0.19550216,12.286777,3.959366,18.23085,13.971142,2
